0,1,2,3,4,5,6,7,8
2011/08/09(星期二),6280,190,5830,190.0,6600.0,0.0,5600.0,0.0
2011/08/10(星期三),6290,10,5840,10.0,6600.0,0.0,5600.0,0.0
2011/08/11(星期四),6390,100,5940,100.0,6800.0,200.0,5800.0,200.0
2011/08/12(星期五),6300,90,5850,90.0,6900.0,100.0,5900.0,100.0
2011/08/13(星期六),6260,40,5810,40.0,6900.0,0.0,5900.0,0.0
2011/08/15(星期一),6260,0,5810,0.0,6900.0,0.0,5900.0,0.0
2011/08/16(星期二),6310,50,5860,50.0,6900.0,0.0,5900.0,0.0
2011/08/17(星期三),6400,90,5950,90.0,6900.0,0.0,5900.0,0.0
2011/08/18(星期四),6420,20,5970,20.0,7000.0,0.0,6000.0,0.0
2011/08/19(星期五),6570,150,6120,150.0,7000.0,0.0,6000.0,0.0
2011/08/20(星期六),6630,60,6180,60.0,7100.0,100.0,6100.0,100.0
2011/08/22(星期一),6690,60,6240,60.0,7200.0,100.0,6200.0,0.0
2011/08/23(星期二),6780,90,6330,90.0,7300.0,100.0,6300.0,100.0
2011/08/24(星期三),6640,140,6190,140.0,7200.0,100.0,6200.0,100.0
2011/08/25(星期四),6320,320,5870,320.0,6900.0,300.0,5900.0,300.0
2011/08/26(星期五),6320,0,5870,0.0,6900.0,0.0,5900.0,0.0
2011/08/27(星期六),6530,210,6080,210.0,7000.0,100.0,6000.0,100.0
2011/08/29(星期一),6490,40,6040,40.0,7000.0,0.0,6000.0,0.0
2011/08/30(星期二),6440,50,5990,50.0,7000.0,0.0,6000.0,0.0
2011/08/31(星期三),6570,130,6120,130.0,7100.0,100.0,6100.0,100.0
2011/09/01(星期四),6530,40,6080,40.0,7100.0,0.0,6100.0,0.0
2011/09/02(星期五),6540,10,6090,10.0,7100.0,0.0,6100.0,0.0
2011/09/03(星期六),6720,180,6270,180.0,7200.0,100.0,6200.0,100.0
2011/09/05(星期一),6730,10,6280,10.0,7200.0,0.0,6200.0,0.0
2011/09/06(星期二),6800,70,6350,70.0,7200.0,0.0,6200.0,0.0
2011/09/07(星期三),6570,80,6120,230.0,7100.0,100.0,6100.0,100.0
2011/09/08(星期四),6590,20,6140,20.0,7000.0,100.0,6000.0,100.0
2011/09/09(星期五),6500,90,6050,90.0,7000.0,0.0,6000.0,0.0
2011/09/10(星期六),6670,170,6220,170.0,7000.0,0.0,6000.0,0.0
2011/09/13(星期二),6630,40,6180,40.0,7000.0,0.0,6000.0,0.0
2011/09/14(星期三),6700,70,6250,70.0,7100.0,100.0,6100.0,100.0
2011/09/15(星期四),6630,70,6180,70.0,7000.0,100.0,6000.0,100.0
2011/09/16(星期五),6430,200,5980,200.0,6900.0,100.0,5900.0,100.0
2011/09/17(星期六),6580,150,6130,150.0,7000.0,100.0,6000.0,100.0
2011/09/19(星期一),6660,80,6210,80.0,7100.0,100.0,6100.0,100.0
2011/09/20(星期二),6580,80,6130,80.0,7000.0,100.0,6000.0,100.0
2011/09/21(星期三),6640,60,6190,60.0,7000.0,0.0,6000.0,0.0
2011/09/22(星期四),6620,20,6170,20.0,7000.0,0.0,6000.0,0.0
2011/09/23(星期五),6500,120,5900,270.0,6800.0,200.0,5800.0,200.0
2011/09/24(星期六),6280,220,5730,170.0,6500.0,300.0,5500.0,300.0
2011/09/26(星期一),6130,150,5580,150.0,6100.0,400.0,5100.0,400.0
2011/09/27(星期二),6250,120,5700,120.0,6300.0,200.0,5300.0,200.0
2011/09/28(星期三),6250,0,5700,0.0,6300.0,0.0,5300.0,0.0
2011/09/29(星期四),6160,90,5610,90.0,6200.0,100.0,5200.0,100.0
2011/09/30(星期五),6260,100,5710,100.0,6200.0,0.0,5200.0,0.0
2011/10/01(星期六),6200,60,5650,60.0,6200.0,0.0,5200.0,0.0
2011/10/03(星期一),6280,80,5730,80.0,6200.0,0.0,5200.0,0.0
2011/10/04(星期二),6380,100,5830,100.0,6100.0,100.0,5100.0,100.0
2011/10/05(星期三),6240,140,5690,140.0,6000.0,100.0,5000.0,100.0
2011/10/06(星期四),6300,60,5750,60.0,6100.0,100.0,5100.0,100.0
2011/10/07(星期五),6290,10,5790,40.0,6200.0,100.0,5200.0,100.0
2011/10/08(星期六),6210,80,5710,80.0,6100.0,100.0,5100.0,100.0
2011/10/10(星期一),6230,20,5730,20.0,6100.0,0.0,5100.0,0.0
2011/10/11(星期二),6340,110,5840,110.0,6200.0,100.0,5200.0,100.0
2011/10/12(星期三),6290,50,5790,50.0,6200.0,0.0,5200.0,0.0
2011/10/13(星期四),6330,40,5830,40.0,6200.0,0.0,5200.0,0.0
2011/10/14(星期五),6280,50,5780,50.0,6200.0,0.0,5200.0,0.0
2011/10/15(星期六),6320,40,5820,40.0,6200.0,0.0,5200.0,0.0
2011/10/17(星期一),6310,10,5810,10.0,6200.0,0.0,5200.0,0.0
2011/10/18(星期二),6270,40,5720,90.0,6200.0,0.0,5200.0,0.0
2011/10/19(星期三),6230,40,5730,10.0,6200.0,0.0,5200.0,0.0
2011/10/20(星期四),6110,120,5610,120.0,6000.0,200.0,5000.0,200.0
2011/10/21(星期五),6150,40,5650,40.0,6000.0,0.0,5000.0,0.0
2011/10/24(星期一),6160,10,5660,10.0,6100.0,100.0,5100.0,100.0
2011/10/25(星期二),6200,40,5700,40.0,6200.0,100.0,5200.0,100.0
2011/10/26(星期三),6410,210,5910,210.0,6300.0,100.0,5300.0,100.0
2011/10/27(星期四),6450,40,5890,10.0,6400.0,100.0,5400.0,100.0
2011/10/28(星期五),6480,30,5980,30.0,6500.0,100.0,5500.0,100.0
2011/10/29(星期六),6460,20,5960,20.0,6500.0,0.0,5500.0,0.0
2011/10/31(星期一),6370,90,5870,90.0,6300.0,200.0,5300.0,200.0
2011/11/01(星期二),6430,60,5930,60.0,6400.0,100.0,5400.0,100.0
2011/11/02(星期三),6470,40,5970,40.0,6400.0,0.0,5400.0,0.0
2011/11/03(星期四),6490,20,5990,20.0,6400.0,0.0,5400.0,0.0
2011/11/04(星期五),6560,70,6060,70.0,6500.0,100.0,5500.0,100.0
2011/11/05(星期六),6530,30,6030,30.0,6500.0,0.0,5500.0,0.0
2011/11/07(星期一),6600,70,6100,70.0,6500.0,0.0,5500.0,0.0
2011/11/08(星期二),6690,90,6190,90.0,6600.0,100.0,5600.0,100.0
2011/11/09(星期三),6690,0,6190,0.0,6600.0,0.0,5600.0,0.0
2011/11/10(星期四),6610,80,6110,80.0,6500.0,100.0,5500.0,100.0
2011/11/11(星期五),6610,0,6110,0.0,6500.0,0.0,5500.0,0.0
2011/11/12(星期六),6680,70,6180,70.0,6500.0,0.0,5500.0,0.0
2011/11/14(星期一),6710,30,6210,30.0,6600.0,100.0,5600.0,100.0
2011/11/15(星期二),6680,30,6180,30.0,6600.0,0.0,5600.0,0.0
2011/11/16(星期三),6650,30,6150,30.0,6500.0,100.0,5500.0,100.0
2011/11/17(星期四),6610,40,6110,40.0,6500.0,0.0,5500.0,0.0
2011/11/18(星期五),6470,140,5970,140.0,6300.0,200.0,5300.0,200.0
2011/11/19(星期六),6470,0,5970,0.0,6300.0,0.0,5300.0,0.0
2011/11/21(星期一),6470,0,5970,0.0,6300.0,0.0,5300.0,0.0
2011/11/22(星期二),6350,120,5850,120.0,6200.0,100.0,5200.0,100.0
2011/11/23(星期三),6450,100,5950,100.0,6300.0,100.0,5300.0,100.0
2011/11/24(星期四),6420,30,5920,30.0,6300.0,0.0,5300.0,0.0
2011/11/25(星期五),6420,0,5920,0.0,6300.0,0.0,5300.0,0.0
2011/11/26(星期六),6370,50,5870,50.0,6200.0,100.0,5200.0,100.0
2011/11/28(星期一),6450,80,5950,80.0,6300.0,100.0,5300.0,100.0
2011/11/29(星期二),6470,20,5970,20.0,6200.0,100.0,5200.0,100.0
2011/11/30(星期三),6500,30,6000,30.0,6200.0,0.0,5200.0,0.0
2011/12/01(星期四),6540,40,6040,40.0,6300.0,100.0,5300.0,100.0
2011/12/02(星期五),6530,10,6030,10.0,6300.0,0.0,5300.0,0.0
2011/12/03(星期六),6530,0,6030,0.0,6300.0,0.0,5300.0,0.0
2011/12/05(星期一),6560,30,6060,30.0,6300.0,0.0,5300.0,0.0
2011/12/06(星期二),6480,80,5980,80.0,6200.0,100.0,5200.0,100.0
2011/12/07(星期三),6490,10,5990,10.0,6200.0,0.0,5200.0,0.0
2011/12/08(星期四),6520,30,6020,30.0,6200.0,0.0,5200.0,0.0
2011/12/09(星期五),6460,60,5960,60.0,6100.0,100.0,5100.0,100.0
2011/12/10(星期六),6450,10,5950,10.0,6100.0,0.0,5100.0,0.0
2011/12/12(星期一),6340,110,5840,110.0,6100.0,0.0,5100.0,0.0
2011/12/13(星期二),6260,80,5760,80.0,6000.0,100.0,5000.0,100.0
2011/12/14(星期三),6170,90,5670,90.0,6000.0,0.0,5000.0,0.0
2011/12/15(星期四),5980,190,5480,190.0,5800.0,200.0,4800.0,200.0
2011/12/16(星期五),6000,20,5500,20.0,5800.0,0.0,4800.0,0.0
2011/12/17(星期六),6050,50,5550,50.0,5900.0,100.0,4900.0,100.0
2011/12/19(星期一),6050,0,5550,0.0,5800.0,100.0,4800.0,100.0
2011/12/20(星期二),6060,10,5560,10.0,5800.0,0.0,4800.0,0.0
2011/12/21(星期三),6130,70,5630,70.0,5900.0,100.0,4900.0,100.0
2011/12/22(星期四),6120,10,5620,10.0,5900.0,0.0,4900.0,0.0
2011/12/23(星期五),6120,0,5620,0.0,5900.0,0.0,4900.0,0.0
2011/12/24(星期六),6090,30,5590,30.0,5900.0,0.0,4900.0,0.0
2011/12/26(星期一),6080,10,5580,10.0,5900.0,0.0,4900.0,0.0
2011/12/27(星期二),6060,20,5560,20.0,5900.0,0.0,4900.0,0.0
2011/12/28(星期三),6030,30,5530,30.0,5900.0,0.0,4900.0,0.0
2011/12/29(星期四),5900,130,5400,130.0,5700.0,200.0,4700.0,200.0
2011/12/30(星期五),5920,20,5420,20.0,5700.0,0.0,4700.0,0.0
2011/12/31(星期六),5930,10,5430,10.0,5800.0,100.0,4800.0,100.0
2012/01/02(星期一),5920,10,5420,10.0,5800.0,0.0,4800.0,0.0
2012/01/03(星期二),5970,50,5470,50.0,5800.0,0.0,4800.0,0.0
2012/01/04(星期三),6040,70,5540,70.0,5900.0,100.0,4900.0,100.0
2012/01/05(星期四),6090,50,5590,50.0,5900.0,0.0,4900.0,0.0
2012/01/06(星期五),6110,20,5610,20.0,5900.0,0.0,4900.0,0.0
2012/01/07(星期六),6090,20,5590,20.0,5900.0,0.0,4900.0,0.0
2012/01/09(星期一),6070,20,5570,20.0,5800.0,100.0,4800.0,100.0
2012/01/10(星期二),6060,10,5560,10.0,5900.0,100.0,4900.0,100.0
2012/01/11(星期三),6100,40,5600,40.0,6000.0,100.0,5000.0,100.0
2012/01/12(星期四),6130,30,5630,30.0,6100.0,100.0,5100.0,100.0
2012/01/13(星期五),6130,0,5630,0.0,6100.0,0.0,5100.0,0.0
2012/01/14(星期六),6120,10,5620,10.0,6100.0,0.0,5100.0,0.0
2012/01/16(星期一),6130,10,5630,10.0,6000.0,100.0,5100.0,100.0
2012/01/17(星期二),6180,50,5680,50.0,6100.0,100.0,5100.0,100.0
2012/01/18(星期三),6160,20,5660,20.0,6100.0,0.0,5100.0,0.0
2012/01/19(星期四),6200,40,5700,40.0,6100.0,0.0,5100.0,0.0
2012/01/20(星期五),6180,20,5680,20.0,6100.0,0.0,5100.0,0.0
2012/01/30(星期一),6410,230,5910,230.0,6400.0,30.0,5400.0,300.0
2012/01/31(星期二),6390,20,5890,20.0,6400.0,0.0,5400.0,0.0
2012/02/01(星期三),6390,0,5890,0.0,6400.0,0.0,5400.0,0.0
2012/02/02(星期四),6430,40,5930,40.0,6400.0,0.0,5400.0,0.0
2012/02/03(星期五),6450,20,5950,20.0,6400.0,0.0,5400.0,0.0
2012/02/04(星期六),6340,110,5840,110.0,6400.0,0.0,5400.0,0.0
2012/02/06(星期一),6380,40,5880,40.0,6400.0,0.0,5400.0,0.0
2012/02/07(星期二),6350,30,5850,30.0,6400.0,0.0,5400.0,0.0
2012/02/08(星期三),6410,60,5910,60.0,6500.0,100.0,5500.0,100.0
2012/02/09(星期四),6360,50,5860,50.0,6500.0,0.0,5500.0,0.0
2012/02/10(星期五),6360,0,5860,0.0,6500.0,0.0,5500.0,0.0
2012/02/11(星期六),6330,30,5830,0.0,6500.0,0.0,5500.0,0.0
2012/02/13(星期一),6350,20,5850,20.0,6600.0,100.0,5600.0,100.0
2012/02/14(星期二),6340,10,5840,10.0,6500.0,100.0,5500.0,100.0
2012/02/15(星期三),6350,10,5850,10.0,6500.0,0.0,5500.0,0.0
2012/02/16(星期四),6350,0,5850,0.0,6500.0,0.0,5500.0,0.0
2012/02/17(星期五),6350,0,5850,0.0,6500.0,0.0,5500.0,0.0
2012/02/18(星期六),6340,10,5840,10.0,6500.0,0.0,5500.0,0.0
2012/02/20(星期一),6380,40,5880,40.0,6500.0,0.0,5500.0,0.0
2012/02/21(星期二),6380,0,5880,0.0,6500.0,0.0,5500.0,0.0
2012/02/22(星期三),6450,70,5950,70.0,6600.0,100.0,5600.0,100.0
2012/02/23(星期四),6520,70,6020,70.0,6700.0,100.0,5700.0,100.0
2012/02/24(星期五),6520,0,6020,0.0,6700.0,0.0,5700.0,0.0
2012/02/25(星期六),6510,10,6010,10.0,6700.0,0.0,5700.0,0.0
2012/02/27(星期一),6520,10,6020,10.0,6700.0,0.0,5700.0,0.0
2012/02/28(星期二),6490,30,5990,30.0,6700.0,0.0,5700.0,0.0
2012/02/29(星期三),6540,50,6040,50.0,6700.0,0.0,5700.0,0.0
2012/03/01(星期四),6310,230,5810,230.0,6600.0,100.0,5600.0,100.0
2012/03/02(星期五),6320,10,5820,10.0,6600.0,0.0,5600.0,0.0
2012/03/03(星期六),6290,30,5790,30.0,6600.0,0.0,5600.0,0.0
2012/03/05(星期一),6300,10,5800,10.0,6600.0,0.0,5600.0,0.0
2012/03/06(星期二),6280,20,5780,20.0,6600.0,0.0,5600.0,0.0
2012/03/07(星期三),6190,90,5690,90.0,6400.0,200.0,5400.0,200.0
2012/03/08(星期四),6210,20,5710,20.0,6400.0,0.0,5400.0,0.0
2012/03/09(星期五),6260,50,5760,50.0,6500.0,100.0,5500.0,100.0
2012/03/10(星期六),6290,30,5790,30.0,6600.0,100.0,5600.0,100.0
2012/03/12(星期一),6300,10,5800,10.0,6600.0,0.0,5600.0,0.0
2012/03/13(星期二),6270,30,5770,30.0,6600.0,0.0,5600.0,0.0
2012/03/14(星期三),6170,100,5670,100.0,6600.0,0.0,5600.0,0.0
2012/03/15(星期四),6070,100,5570,100.0,6500.0,100.0,5500.0,100.0
2012/03/16(星期五),6130,60,5630,60.0,6600.0,100.0,5600.0,100.0
2012/03/17(星期六),6110,20,5610,20.0,6600.0,0.0,5600.0,0.0
2012/03/19(星期一),6120,10,5620,10.0,6600.0,0.0,5600.0,0.0
2012/03/20(星期二),6110,10,5610,10.0,6600.0,0.0,5600.0,0.0
2012/03/21(星期三),6100,10,5600,10.0,6500.0,100.0,5500.0,100.0
2012/03/22(星期四),6000,100,5500,100.0,6400.0,100.0,5400.0,100.0
2012/03/23(星期五),6080,80,5580,80.0,6400.0,0.0,5400.0,0.0
2012/03/24(星期六),6120,40,5620,40.0,6400.0,0.0,5400.0,0.0
2012/03/26(星期一),6140,20,5640,20.0,6400.0,0.0,5400.0,0.0
2012/03/27(星期二),6210,70,5710,70.0,6500.0,100.0,5500.0,100.0
2012/03/28(星期三),6180,30,5680,30.0,6500.0,0.0,5500.0,0.0
2012/03/29(星期四),6130,50,5630,50.0,6400.0,100.0,5400.0,100.0
2012/03/30(星期五),6120,10,5620,10.0,6400.0,0.0,5400.0,0.0
2012/03/31(星期六),6140,20,5640,20.0,6400.0,0.0,5400.0,0.0
2012/04/02(星期一),6140,0,5640,0.0,6400.0,0.0,5400.0,0.0
2012/04/03(星期二),6160,20,5660,20.0,6500.0,100.0,5500.0,100.0
2012/04/04(星期三),6020,140,5520,140.0,6400.0,100.0,5400.0,100.0
2012/04/05(星期四),5980,40,5480,40.0,6300.0,100.0,5300.0,100.0
2012/04/06(星期五),5980,0,5480,0.0,6300.0,0.0,5300.0,0.0
2012/04/09(星期一),6030,50,5530,50.0,6300.0,0.0,5300.0,0.0
2012/04/10(星期二),6060,30,5560,30.0,6400.0,100.0,5400.0,100.0
2012/04/11(星期三),6090,30,5590,30.0,6300.0,100.0,5300.0,100.0
2012/04/12(星期四),6090,0,5590,0.0,6300.0,0.0,5300.0,0.0
2012/04/13(星期五),6140,50,5640,50.0,6300.0,0.0,5300.0,0.0
2012/04/14(星期六),6080,60,5580,60.0,6200.0,100.0,5200.0,100.0
2012/04/16(星期一),6050,30,5550,30.0,6200.0,0.0,5200.0,0.0
2012/04/17(星期二),6070,20,5570,20.0,6200.0,0.0,5200.0,0.0
2012/04/18(星期三),6070,0,5570,0.0,6200.0,0.0,5200.0,0.0
2012/04/19(星期四),6050,20,5550,20.0,6200.0,0.0,5200.0,0.0
2012/04/20(星期五),6040,10,5540,10.0,6200.0,0.0,5200.0,0.0
2012/04/21(星期六),6040,0,5540,0.0,6200.0,0.0,5200.0,0.0
2012/04/23(星期一),6040,0,5540,0.0,6200.0,0.0,5200.0,0.0
2012/04/24(星期二),6030,10,5530,10.0,6100.0,100.0,5100.0,100.0
2012/04/25(星期三),6040,10,5540,10.0,6100.0,0.0,5100.0,0.0
2012/04/26(星期四),6040,0,5540,0.0,6100.0,0.0,5100.0,0.0
2012/04/27(星期五),6040,0,5540,0.0,6100.0,0.0,5100.0,0.0
2012/04/28(星期六),6050,10,5550,10.0,6100.0,0.0,5100.0,0.0
2012/04/30(星期一),6040,10,5540,10.0,6100.0,0.0,5100.0,0.0
2012/05/01(星期二),6040,0,5540,0.0,6100.0,0.0,5100.0,0.0
2012/05/02(星期三),6020,20,5520,20.0,6100.0,0.0,5100.0,0.0
2012/05/03(星期四),6010,10,5510,10.0,6100.0,0.0,5100.0,0.0
2012/05/04(星期五),5930,80,5430,80.0,6100.0,0.0,5100.0,0.0
2012/05/05(星期六),5990,60,5490,60.0,6000.0,100.0,5000.0,100.0
2012/05/07(星期一),5990,0,5490,0.0,6000.0,0.0,5000.0,0.0
2012/05/08(星期二),5960,30,5460,30.0,6000.0,0.0,5000.0,0.0
2012/05/09(星期三),5790,170,5290,170.0,5900.0,100.0,4900.0,100.0
2012/05/10(星期四),5840,50,5340,50.0,6000.0,100.0,5000.0,100.0
2012/05/11(星期五),5830,10,5330,10.0,5900.0,100.0,4900.0,100.0
2012/05/12(星期六),5800,30,5300,30.0,5800.0,100.0,4800.0,100.0
2012/05/14(星期一),5740,60,5240,60.0,5800.0,0.0,4800.0,0.0
2012/05/15(星期二),5750,10,5250,10.0,5700.0,100.0,4700.0,100.0
2012/05/16(星期三),5700,50,5200,50.0,5700.0,0.0,4700.0,0.0
2012/05/17(星期四),5710,10,5210,10.0,5700.0,0.0,4700.0,0.0
2012/05/18(星期五),5820,110,5320,110.0,5800.0,100.0,4800.0,100.0
2012/05/19(星期六),5860,40,5360,40.0,5800.0,0.0,4800.0,0.0
2012/05/21(星期一),5870,10,5370,10.0,5800.0,0.0,4800.0,0.0
2012/05/22(星期二),5850,20,5350,20.0,5800.0,0.0,4800.0,0.0
2012/05/23(星期三),5760,90,5260,90.0,5700.0,100.0,4700.0,100.0
2012/05/24(星期四),5760,0,5260,0.0,5700.0,0.0,4700.0,0.0
2012/05/25(星期五),5740,20,5240,20.0,5700.0,0.0,4700.0,0.0
2012/05/26(星期六),5790,50,5290,50.0,5700.0,0.0,4700.0,0.0
2012/05/28(星期一),5810,20,5310,20.0,5700.0,0.0,4700.0,0.0
2012/05/29(星期二),5800,10,5300,10.0,5700.0,0.0,4700.0,0.0
2012/05/30(星期三),5750,50,5250,50.0,5700.0,0.0,4700.0,0.0
2012/05/31(星期四),5810,60,5310,60.0,5700.0,0.0,4700.0,0.0
2012/06/01(星期五),5790,20,5290,20.0,5700.0,0.0,4700.0,0.0
2012/06/02(星期六),6000,210,5500,210.0,5800.0,100.0,4800.0,100.0
2012/06/04(星期一),6030,30,5530,30.0,5800.0,0.0,4800.0,0.0
2012/06/05(星期二),6050,20,5550,20.0,5800.0,0.0,4800.0,0.0
2012/06/06(星期三),6040,10,5540,10.0,5800.0,0.0,4800.0,0.0
2012/06/07(星期四),6020,20,5520,20.0,5900.0,100.0,4900.0,100.0
2012/06/08(星期五),5860,160,5360,160.0,5800.0,100.0,4800.0,100.0
2012/06/09(星期六),5930,70,5430,70.0,5800.0,0.0,4800.0,0.0
2012/06/11(星期一),5940,10,5440,10.0,5900.0,100.0,4900.0,100.0
2012/06/12(星期二),5920,20,5420,20.0,5800.0,100.0,4800.0,100.0
2012/06/13(星期三),5990,70,5490,70.0,5900.0,100.0,4900.0,100.0
2012/06/14(星期四),6020,30,5520,30.0,5900.0,0.0,4900.0,0.0
2012/06/15(星期五),6040,20,5540,20.0,6000.0,100.0,5000.0,100.0
2012/06/16(星期六),6030,10,5530,10.0,6000.0,0.0,5000.0,0.0
2012/06/18(星期一),6020,10,5520,10.0,6000.0,0.0,5000.0,0.0
2012/06/19(星期二),6040,20,5540,20.0,6000.0,0.0,5000.0,0.0
2012/06/20(星期三),6000,40,5500,40.0,6000.0,0.0,5000.0,0.0
2012/06/21(星期四),5950,50,5450,50.0,5900.0,100.0,4900.0,100.0
2012/06/22(星期五),5840,110,5340,110.0,5800.0,100.0,4800.0,100.0
2012/06/23(星期六),5850,10,5350,10.0,5800.0,0.0,4800.0,0.0
2012/06/25(星期一),5880,30,5380,30.0,5800.0,0.0,4800.0,0.0
2012/06/26(星期二),5910,30,5410,30.0,5800.0,0.0,4800.0,0.0
2012/06/27(星期三),5870,40,5370,40.0,5800.0,0.0,4800.0,0.0
2012/06/28(星期四),5860,10,5360,10.0,5800.0,0.0,4800.0,0.0
2012/06/29(星期五),5810,50,5310,50.0,5700.0,100.0,4700.0,100.0
2012/06/30(星期六),5920,110,5420,110.0,5800.0,100.0,4800.0,100.0
2012/07/02(星期一),5910,10,5410,10.0,5800.0,0.0,4800.0,0.0
2012/07/03(星期二),5930,20,5430,20.0,5900.0,100.0,4900.0,100.0
2012/07/04(星期三),5990,60,5490,60.0,6000.0,100.0,5000.0,100.0
2012/07/05(星期四),6000,10,5500,10.0,6000.0,0.0,5000.0,0.0
2012/07/06(星期五),5980,20,5480,20.0,6000.0,0.0,5000.0,0.0
2012/07/07(星期六),5890,90,5390,90.0,5900.0,100.0,4900.0,100.0
2012/07/09(星期一),5900,10,5400,10.0,5900.0,0.0,4900.0,0.0
2012/07/10(星期二),5910,10,5410,10.0,5900.0,0.0,4900.0,0.0
2012/07/11(星期三),5890,20,5390,20.0,5800.0,100.0,4800.0,100.0
2012/07/12(星期四),5880,10,5380,10.0,5800.0,0.0,4800.0,0.0
2012/07/13(星期五),5880,0,5380,0.0,5800.0,0.0,4800.0,0.0
2012/07/14(星期六),5930,50,5430,50.0,5800.0,0.0,4800.0,0.0
2012/07/16(星期一),5920,10,5420,10.0,5800.0,0.0,4800.0,0.0
2012/07/17(星期二),5940,20,5440,20.0,5800.0,0.0,4800.0,0.0
2012/07/18(星期三),5900,40,5400,40.0,5800.0,0.0,4800.0,0.0
2012/07/19(星期四),5890,10,5390,10.0,5800.0,0.0,4800.0,0.0
2012/07/20(星期五),5900,10,5400,10.0,5800.0,0.0,4800.0,0.0
2012/07/21(星期六),5900,0,5400,0.0,5800.0,0.0,4800.0,0.0
2012/07/23(星期一),5900,0,5400,0.0,5800.0,0.0,4800.0,0.0
2012/07/24(星期二),5900,0,5400,0.0,5800.0,0.0,4800.0,0.0
2012/07/25(星期三),5940,40,5440,40.0,5700.0,100.0,4700.0,100.0
2012/07/26(星期四),6010,70,5510,70.0,5700.0,0.0,4700.0,0.0
2012/07/27(星期五),6030,20,5530,20.0,5800.0,100.0,4800.0,100.0
2012/07/28(星期六),6050,20,5550,20.0,5800.0,0.0,4800.0,0.0
2012/07/30(星期一),6050,0,5550,0.0,5800.0,0.0,4800.0,0.0
2012/07/31(星期二),6060,10,5560,10.0,5800.0,0.0,4800.0,0.0
2012/08/01(星期三),6010,50,5510,50.0,5800.0,0.0,4800.0,0.0
2012/08/02(星期四),5940,70,5440,70.0,5700.0,100.0,4700.0,100.0
2012/08/03(星期五),5940,0,5440,0.0,5700.0,0.0,4700.0,0.0
2012/08/04(星期六),5970,30,5470,30.0,5700.0,0.0,4700.0,0.0
2012/08/06(星期一),5980,10,5480,10.0,5800.0,100.0,4800.0,100.0
2012/08/07(星期二),6000,20,5500,20.0,5800.0,0.0,4800.0,0.0
2012/08/08(星期三),6000,0,5500,0.0,5800.0,0.0,4800.0,0.0
2012/08/09(星期四),6010,10,5510,10.0,5800.0,0.0,4800.0,0.0
2012/08/10(星期五),6010,0,5510,0.0,5800.0,0.0,4800.0,0.0
2012/08/11(星期六),6030,20,5530,20.0,5800.0,0.0,4800.0,0.0
2012/08/13(星期一),6040,10,5540,10.0,5700.0,100.0,4700.0,100.0
2012/08/14(星期二),6010,30,5510,30.0,5700.0,0.0,4700.0,0.0
2012/08/15(星期三),5980,30,5480,30.0,5700.0,0.0,4700.0,0.0
2012/08/16(星期四),6000,20,5500,20.0,5700.0,0.0,4700.0,0.0
2012/08/17(星期五),6030,30,5530,30.0,5900.0,200.0,4900.0,200.0
2012/08/18(星期六),6020,10,5520,10.0,5900.0,0.0,4900.0,0.0
2012/08/20(星期一),6030,10,5530,10.0,6000.0,100.0,5000.0,100.0
2012/08/21(星期二),6040,10,5540,10.0,6000.0,0.0,5000.0,0.0
2012/08/22(星期三),6100,60,5600,60.0,6100.0,100.0,5100.0,100.0
2012/08/23(星期四),6180,80,5680,80.0,6300.0,200.0,5300.0,200.0
2012/08/24(星期五),6200,20,5700,20.0,6200.0,100.0,5200.0,100.0
2012/08/25(星期六),6200,0,5700,0.0,6200.0,0.0,5200.0,0.0
2012/08/27(星期一),6230,30,5730,30.0,6300.0,100.0,5300.0,100.0
2012/08/28(星期二),6170,60,5670,60.0,6200.0,100.0,5200.0,100.0
2012/08/29(星期三),6200,30,5700,30.0,6100.0,100.0,5100.0,100.0
2012/08/30(星期四),6170,30,5670,30.0,6100.0,0.0,5100.0,0.0
2012/08/31(星期五),6160,10,5660,10.0,6100.0,0.0,5100.0,0.0
2012/09/01(星期六),6260,100,5760,100.0,6200.0,100.0,5200.0,100.0
2012/09/03(星期一),6260,0,5760,0.0,6200.0,0.0,5200.0,0.0
2012/09/04(星期二),6270,10,5770,10.0,6200.0,0.0,5200.0,0.0
2012/09/05(星期三),6270,0,5770,0.0,6200.0,0.0,5200.0,0.0
2012/09/06(星期四),6270,0,5770,0.0,6300.0,100.0,5300.0,100.0
2012/09/07(星期五),6270,0,5770,0.0,6300.0,0.0,5300.0,0.0
2012/09/08(星期六),6380,110,5880,110.0,6300.0,0.0,5300.0,0.0
2012/09/10(星期一),6400,20,5900,20.0,6300.0,0.0,5300.0,0.0
2012/09/11(星期二),6380,20,5880,20.0,6300.0,0.0,5300.0,0.0
2012/09/12(星期三),6370,10,5870,10.0,6400.0,100.0,5400.0,100.0
2012/09/13(星期四),6360,10,5860,10.0,6500.0,100.0,5500.0,100.0
2012/09/14(星期五),6440,80,5940,80.0,6600.0,100.0,5600.0,100.0
2012/09/15(星期六),6440,0,5940,0.0,6600.0,0.0,5600.0,0.0
2012/09/17(星期一),6440,0,5940,0.0,6600.0,0.0,5600.0,0.0
2012/09/18(星期二),6390,50,5890,50.0,6500.0,100.0,5500.0,100.0
2012/09/19(星期三),6430,40,5930,40.0,6400.0,100.0,5400.0,100.0
2012/09/20(星期四),6440,10,5940,10.0,6400.0,0.0,5400.0,0.0
