0,1,2,3,4,5,6,7,8
2014/07/04(星期五),4910,0,4410,0.0,5900.0,0.0,4900.0,0.0
2014/07/05(星期六),4910,0,4410,0.0,5900.0,0.0,4900.0,0.0
2014/07/07(星期一),4910,0,4410,0.0,5900.0,0.0,4900.0,0.0
2014/07/08(星期二),4910,0,4410,0.0,5900.0,0.0,4900.0,0.0
2014/07/09(星期三),4920,10,4420,10.0,5900.0,0.0,4900.0,0.0
2014/07/10(星期四),4940,20,4440,20.0,5900.0,0.0,4900.0,0.0
2014/07/11(星期五),4980,40,4480,40.0,5900.0,0.0,4900.0,0.0
2014/07/12(星期六),4980,0,4480,0.0,5900.0,0.0,4900.0,0.0
2014/07/14(星期一),4980,0,4480,0.0,5900.0,0.0,4900.0,0.0
2014/07/15(星期二),4900,80,4400,80.0,5900.0,0.0,4900.0,0.0
2014/07/16(星期三),4880,20,4380,20.0,5900.0,0.0,4900.0,0.0
2014/07/17(星期四),4890,10,4390,10.0,5900.0,0.0,4900.0,0.0
2014/07/18(星期五),4920,20,4420,20.0,5900.0,0.0,4900.0,0.0
2014/07/19(星期六),4910,10,4410,10.0,5900.0,0.0,4900.0,0.0
2014/07/21(星期一),4900,10,4400,10.0,5900.0,0.0,4900.0,0.0
2014/07/22(星期二),4910,10,4410,10.0,5900.0,0.0,4900.0,0.0
2014/07/24(星期四),4880,30,4380,30.0,5900.0,0.0,4900.0,0.0
2014/07/25(星期五),4860,20,4360,20.0,5800.0,100.0,4800.0,100.0
2014/07/28(星期一),4890,30,4390,30.0,5800.0,0.0,4800.0,0.0
2014/07/29(星期二),4890,0,4390,0.0,5900.0,100.0,4900.0,100.0
2014/07/30(星期三),4880,10,4380,10.0,5800.0,100.0,4800.0,100.0
2014/07/31(星期四),4860,20,4360,20.0,5800.0,0.0,4800.0,0.0
2014/08/01(星期五),4840,20,4340,20.0,5800.0,0.0,4800.0,0.0
2014/08/02(星期六),4870,30,4370,30.0,5800.0,0.0,4800.0,0.0
2014/08/04(星期一),4850,20,4350,20.0,5800.0,0.0,4800.0,0.0
2014/08/05(星期二),4850,0,4350,0.0,5800.0,0.0,4800.0,0.0
2014/08/06(星期三),4850,0,4350,0.0,5800.0,0.0,4800.0,0.0
2014/08/07(星期四),4900,50,4400,50.0,5800.0,0.0,4800.0,0.0
2014/08/08(星期五),4920,20,4420,20.0,5800.0,0.0,4800.0,0.0
2014/08/09(星期六),4900,20,4400,20.0,5800.0,0.0,4800.0,0.0
2014/08/11(星期一),4890,10,4390,10.0,5800.0,0.0,4800.0,0.0
2014/08/12(星期二),4890,0,4390,0.0,5800.0,0.0,4800.0,0.0
2014/08/13(星期三),4900,10,4400,10.0,5800.0,0.0,4800.0,0.0
2014/08/14(星期四),4900,0,4400,0.0,5800.0,0.0,4800.0,0.0
2014/08/15(星期五),4900,0,4400,0.0,5800.0,0.0,4800.0,0.0
2014/08/16(星期六),4880,20,4380,20.0,5800.0,0.0,4800.0,0.0
2014/08/18(星期一),4870,10,4370,10.0,5800.0,0.0,4800.0,0.0
2014/08/19(星期二),4870,0,4370,0.0,5700.0,100.0,4700.0,100.0
2014/08/20(星期三),4860,10,4360,10.0,5700.0,0.0,4700.0,0.0
2014/08/21(星期四),4840,20,4340,20.0,5700.0,0.0,4700.0,0.0
2014/08/22(星期五),4810,30,4310,30.0,5600.0,100.0,4600.0,100.0
2014/08/23(星期六),4810,0,4310,0.0,5600.0,0.0,4600.0,0.0
2014/08/25(星期一),4810,0,4310,0.0,5600.0,0.0,4600.0,0.0
2014/08/26(星期二),4810,0,4310,0.0,5600.0,0.0,4600.0,0.0
2014/08/27(星期三),4820,10,4320,10.0,5600.0,0.0,4600.0,0.0
2014/08/28(星期四),4820,0,4320,0.0,5600.0,0.0,4600.0,0.0
2014/08/29(星期五),4840,20,4340,20.0,5600.0,0.0,4600.0,0.0
2014/08/30(星期六),4830,10,4330,10.0,5600.0,0.0,4600.0,0.0
2014/09/01(星期一),4820,10,4320,10.0,5600.0,0.0,4600.0,0.0
2014/09/02(星期二),4810,10,4310,10.0,5600.0,0.0,4600.0,0.0
2014/09/03(星期三),4770,40,4270,40.0,5600.0,0.0,4600.0,0.0
2014/09/04(星期四),4780,10,4280,10.0,5600.0,0.0,4600.0,0.0
2014/09/05(星期五),4760,20,4260,20.0,5600.0,0.0,4600.0,0.0
2014/09/06(星期六),4770,10,4270,10.0,5600.0,0.0,4600.0,0.0
2014/09/09(星期二),4730,40,4230,40.0,5500.0,100.0,4500.0,100.0
2014/09/10(星期三),4730,0,4230,0.0,5500.0,0.0,4500.0,0.0
2014/09/11(星期四),4710,20,4210,20.0,5500.0,0.0,4500.0,0.0
2014/09/12(星期五),4660,50,4160,50.0,5400.0,100.0,4400.0,100.0
2014/09/13(星期六),4640,20,4140,20.0,5400.0,0.0,4400.0,0.0
2014/09/15(星期一),4640,0,4140,0.0,5400.0,0.0,4400.0,0.0
2014/09/16(星期二),4680,40,4180,40.0,5400.0,0.0,4400.0,0.0
2014/09/17(星期三),4690,10,4190,10.0,5400.0,0.0,4400.0,0.0
2014/09/18(星期四),4650,40,4150,40.0,5400.0,0.0,4400.0,0.0
2014/09/19(星期五),4650,0,4150,0.0,5400.0,0.0,4400.0,0.0
2014/09/20(星期六),4640,10,4140,10.0,5400.0,0.0,4400.0,0.0
2014/09/22(星期一),4620,20,4120,20.0,5400.0,0.0,4400.0,0.0
2014/09/23(星期二),4630,10,4130,10.0,5400.0,0.0,4400.0,0.0
2014/09/24(星期三),4650,20,4150,20.0,5400.0,0.0,4400.0,0.0
2014/09/25(星期四),4630,20,4130,20.0,5400.0,0.0,4400.0,0.0
2014/09/26(星期五),4670,40,4170,40.0,5400.0,0.0,4400.0,0.0
2014/09/27(星期六),4650,20,4150,20.0,5400.0,0.0,4400.0,0.0
2014/09/29(星期一),4660,10,4160,10.0,5400.0,0.0,4400.0,0.0
2014/09/30(星期二),4660,0,4160,0.0,5400.0,0.0,4400.0,0.0
2014/10/01(星期三),4630,30,4130,30.0,5400.0,0.0,4400.0,0.0
2014/10/02(星期四),4650,20,4150,20.0,5400.0,0.0,4400.0,0.0
2014/10/03(星期五),4640,10,4140,10.0,5400.0,0.0,4400.0,0.0
2014/10/04(星期六),4590,50,4090,50.0,5400.0,0.0,4400.0,0.0
2014/10/06(星期一),4560,30,4060,30.0,5100.0,300.0,4100.0,300.0
2014/10/07(星期二),4610,50,4110,50.0,5200.0,100.0,4200.0,100.0
2014/10/08(星期三),4640,30,4140,30.0,5200.0,0.0,4200.0,0.0
2014/10/09(星期四),4670,30,4170,30.0,5300.0,100.0,4300.0,100.0
2014/10/10(星期五),4670,0,4170,0.0,5200.0,100.0,4200.0,100.0
2014/10/11(星期六),4670,0,4170,0.0,5200.0,0.0,4200.0,0.0
2014/10/13(星期一),4700,30,4200,30.0,5300.0,100.0,4300.0,100.0
2014/10/14(星期二),4700,0,4200,0.0,5300.0,0.0,4300.0,0.0
2014/10/15(星期三),4680,20,4180,20.0,5200.0,100.0,4200.0,100.0
2014/10/16(星期四),4710,30,4210,30.0,5200.0,0.0,4200.0,0.0
2014/10/17(星期五),4710,0,4210,0.0,5200.0,0.0,4200.0,0.0
2014/10/18(星期六),4710,0,4210,0.0,5200.0,0.0,4200.0,0.0
2014/10/20(星期一),4710,0,4210,0.0,5200.0,0.0,4200.0,0.0
2014/10/21(星期二),4730,20,4230,20.0,5300.0,100.0,4300.0,100.0
2014/10/22(星期三),4740,10,4240,10.0,5300.0,0.0,4300.0,0.0
2014/10/23(星期四),4730,10,4230,10.0,5300.0,0.0,4300.0,0.0
2014/10/24(星期五),4690,40,4190,40.0,5300.0,0.0,4300.0,0.0
2014/10/27(星期一),4700,10,4200,10.0,5200.0,100.0,4200.0,100.0
2014/10/28(星期二),4690,10,4190,10.0,5200.0,0.0,4200.0,0.0
2014/10/29(星期三),4690,0,4190,0.0,5200.0,0.0,4200.0,0.0
2014/10/30(星期四),4640,50,4140,40.0,5200.0,0.0,4200.0,0.0
2014/10/31(星期五),4590,50,4090,50.0,5100.0,100.0,4100.0,100.0
2014/11/01(星期六),4520,70,4020,70.0,5100.0,0.0,4100.0,0.0
2014/11/03(星期一),4490,30,3990,30.0,5100.0,0.0,4100.0,0.0
2014/11/04(星期二),4490,0,3990,0.0,5100.0,0.0,4100.0,0.0
2014/11/05(星期三),4490,0,3990,0.0,5100.0,0.0,4100.0,0.0
2014/11/06(星期四),4420,70,3920,70.0,5000.0,100.0,4000.0,100.0
2014/11/07(星期五),4410,10,3910,10.0,5000.0,0.0,4000.0,0.0
2014/11/08(星期六),4440,30,3940,30.0,5100.0,100.0,4100.0,100.0
2014/11/10(星期一),4510,70,4010,70.0,5100.0,0.0,4100.0,0.0
2014/11/11(星期二),4450,60,3950,60.0,5000.0,100.0,4000.0,100.0
2014/11/12(星期三),4480,30,3980,30.0,5000.0,0.0,4000.0,0.0
2014/11/13(星期四),4470,10,3970,10.0,5000.0,0.0,4000.0,0.0
2014/11/14(星期五),4480,10,3980,10.0,5000.0,0.0,4000.0,0.0
2014/11/15(星期六),4550,70,4050,70.0,5000.0,0.0,4000.0,0.0
2014/11/17(星期一),4560,10,4060,10.0,5000.0,0.0,4000.0,0.0
2014/11/18(星期二),4550,10,4050,10.0,5000.0,0.0,4000.0,0.0
2014/11/19(星期三),4580,30,4080,30.0,5000.0,0.0,4000.0,0.0
2014/11/20(星期四),4560,20,4060,20.0,5000.0,0.0,4000.0,0.0
2014/11/21(星期五),4600,40,4100,40.0,5000.0,0.0,4000.0,0.0
2014/11/22(星期六),4620,20,4120,20.0,5100.0,100.0,4100.0,100.0
2014/11/24(星期一),4630,10,4130,10.0,5100.0,0.0,4100.0,0.0
2014/11/25(星期二),4630,0,4130,0.0,5100.0,0.0,4100.0,0.0
2014/11/26(星期三),4620,10,4120,10.0,5100.0,0.0,4100.0,0.0
2014/11/27(星期四),4620,0,4120,0.0,5100.0,0.0,4100.0,0.0
2014/11/28(星期五),4580,40,4080,40.0,5100.0,0.0,4100.0,0.0
2014/11/29(星期六),4550,30,4050,30.0,5100.0,0.0,4100.0,0.0
2014/12/01(星期一),4500,50,4000,50.0,5000.0,100.0,4000.0,100.0
2014/12/02(星期二),4660,160,4160,160.0,5200.0,200.0,4200.0,200.0
2014/12/03(星期三),4660,0,4160,0.0,5200.0,0.0,4200.0,0.0
2014/12/04(星期四),4680,20,4180,20.0,5200.0,0.0,4200.0,0.0
2014/12/05(星期五),4670,10,4170,10.0,5200.0,0.0,4200.0,0.0
2014/12/06(星期六),4630,40,4130,40.0,5200.0,0.0,4200.0,0.0
2014/12/08(星期一),4650,20,4150,20.0,5200.0,0.0,4200.0,0.0
2014/12/09(星期二),4670,20,4170,20.0,5200.0,0.0,4200.0,0.0
2014/12/10(星期三),4770,100,4270,100.0,5300.0,100.0,4300.0,100.0
2014/12/11(星期四),4770,0,4270,0.0,5300.0,0.0,4300.0,0.0
2014/12/12(星期五),4770,0,4270,0.0,5300.0,0.0,4300.0,0.0
2014/12/13(星期六),4750,20,4250,20.0,5300.0,0.0,4300.0,0.0
2014/12/15(星期一),4750,0,4250,0.0,5200.0,100.0,4200.0,100.0
2014/12/16(星期二),4710,40,4210,40.0,5200.0,0.0,4200.0,0.0
2014/12/17(星期三),4710,0,4210,0.0,5100.0,100.0,4100.0,100.0
2014/12/18(星期四),4700,10,4200,10.0,5100.0,0.0,4100.0,0.0
2014/12/19(星期五),4720,20,4220,20.0,5100.0,0.0,4100.0,0.0
2014/12/20(星期六),4710,10,4210,10.0,5100.0,0.0,4100.0,0.0
2014/12/22(星期一),4720,10,4220,10.0,5100.0,0.0,4100.0,0.0
2014/12/23(星期二),4690,30,4190,30.0,5100.0,0.0,4100.0,0.0
2014/12/24(星期三),4710,20,4210,20.0,5100.0,0.0,4100.0,0.0
2014/12/25(星期四),4700,10,4200,10.0,5100.0,0.0,4100.0,0.0
2014/12/26(星期五),4720,20,4220,20.0,5100.0,0.0,4100.0,0.0
2014/12/27(星期六),4750,30,4250,30.0,5200.0,100.0,4200.0,100.0
2014/12/29(星期一),4760,10,4260,10.0,5200.0,0.0,4200.0,0.0
2014/12/30(星期二),4730,30,4230,30.0,5200.0,0.0,4200.0,0.0
2014/12/31(星期三),4770,40,4270,40.0,5200.0,0.0,4200.0,0.0
2015/01/02(星期五),4720,50,4220,50.0,5200.0,0.0,4200.0,0.0
2015/01/03(星期六),4740,20,4240,20.0,5200.0,0.0,4200.0,0.0
2015/01/05(星期一),4770,30,4270,30.0,5200.0,0.0,4200.0,0.0
2015/01/06(星期二),4800,30,4300,30.0,5200.0,0.0,4200.0,0.0
2015/01/07(星期三),4850,50,4350,50.0,5300.0,100.0,4300.0,100.0
2015/01/08(星期四),4830,20,4330,20.0,5300.0,0.0,4300.0,0.0
2015/01/09(星期五),4820,10,4320,10.0,5300.0,0.0,4300.0,0.0
2015/01/10(星期六),4850,30,4350,30.0,5300.0,0.0,4300.0,0.0
2015/01/12(星期一),4850,0,4350,0.0,5300.0,0.0,4300.0,0.0
2015/01/13(星期二),4890,40,4390,40.0,5300.0,0.0,4300.0,0.0
2015/01/14(星期三),4860,30,4360,30.0,5300.0,0.0,4300.0,0.0
2015/01/15(星期四),4860,0,4360,0.0,5300.0,0.0,4300.0,0.0
2015/01/16(星期五),4950,90,4450,90.0,5400.0,100.0,4400.0,100.0
2015/01/17(星期六),5000,50,4500,50.0,5400.0,0.0,4400.0,0.0
2015/01/19(星期一),5000,0,4500,0.0,5400.0,0.0,4400.0,0.0
2015/01/20(星期二),5000,0,4500,0.0,5400.0,0.0,4400.0,0.0
2015/01/21(星期三),5070,70,4570,70.0,5400.0,0.0,4400.0,0.0
2015/01/22(星期四),5040,30,4540,30.0,5400.0,0.0,4400.0,0.0
2015/01/23(星期五),5050,10,4550,10.0,5400.0,0.0,4400.0,0.0
2015/01/26(星期一),5020,30,4520,30.0,5400.0,0.0,4400.0,0.0
2015/01/27(星期二),4990,30,4490,30.0,5400.0,0.0,4400.0,0.0
2015/01/28(星期三),5020,30,4520,30.0,5400.0,0.0,4400.0,0.0
2015/01/29(星期四),5020,0,4520,0.0,5400.0,0.0,4400.0,0.0
2015/01/30(星期五),4970,50,4470,50.0,5400.0,0.0,4400.0,0.0
2015/01/31(星期六),5020,50,4520,50.0,5400.0,0.0,4400.0,0.0
2015/02/02(星期一),5030,10,4530,10.0,5400.0,0.0,4400.0,0.0
2015/02/03(星期二),5000,30,4500,30.0,5300.0,100.0,4300.0,100.0
2015/02/04(星期三),4970,30,4470,30.0,5300.0,0.0,4300.0,0.0
2015/02/05(星期四),4990,20,4490,20.0,5300.0,0.0,4300.0,0.0
2015/02/06(星期五),4970,20,4470,20.0,5300.0,0.0,4300.0,0.0
2015/02/07(星期六),4890,80,4390,80.0,5300.0,0.0,4300.0,0.0
2015/02/09(星期一),4900,10,4400,10.0,5200.0,100.0,4200.0,100.0
2015/02/10(星期二),4900,0,4400,0.0,5200.0,0.0,4200.0,0.0
2015/02/11(星期三),4890,10,4390,10.0,5200.0,0.0,4200.0,0.0
2015/02/12(星期四),4850,40,4350,40.0,5200.0,0.0,4200.0,0.0
2015/02/13(星期五),4840,10,4340,10.0,5200.0,0.0,4200.0,0.0
2015/02/14(星期六),4850,10,4350,10.0,5200.0,0.0,4200.0,0.0
2015/02/16(星期一),4850,0,4350,0.0,5200.0,0.0,4200.0,0.0
2015/02/17(星期二),4860,10,4360,10.0,5200.0,0.0,4200.0,0.0
2015/02/25(星期三),4780,80,4280,80.0,5000.0,200.0,4000.0,200.0
2015/02/26(星期四),4770,10,4270,10.0,5000.0,0.0,4000.0,0.0
2015/02/27(星期五),4790,20,4290,20.0,5000.0,0.0,4000.0,0.0
2015/02/28(星期六),4790,0,4290,0.0,5100.0,100.0,4100.0,100.0
2015/03/02(星期一),4810,20,4310,20.0,5100.0,0.0,4100.0,0.0
2015/03/03(星期二),4740,70,4240,70.0,5100.0,0.0,4100.0,0.0
2015/03/04(星期三),4760,20,4260,20.0,5100.0,0.0,4100.0,0.0
2015/03/05(星期四),4760,0,4260,0.0,5100.0,0.0,4100.0,0.0
2015/03/06(星期五),4740,20,4240,20.0,5100.0,0.0,4100.0,0.0
2015/03/07(星期六),4660,80,4160,80.0,5000.0,100.0,4000.0,100.0
2015/03/09(星期一),4650,10,4150,10.0,5000.0,0.0,4000.0,0.0
2015/03/10(星期二),4630,20,4130,20.0,5000.0,0.0,4000.0,0.0
2015/03/11(星期三),4630,0,4130,0.0,4900.0,100.0,3900.0,100.0
2015/03/12(星期四),4600,30,4100,30.0,4900.0,0.0,3900.0,0.0
2015/03/13(星期五),4610,10,4110,10.0,4900.0,0.0,3900.0,0.0
2015/03/14(星期六),4620,10,4120,10.0,4900.0,0.0,3900.0,0.0
2015/03/16(星期一),4620,0,4120,0.0,4900.0,0.0,3900.0,0.0
2015/03/17(星期二),4600,20,4100,20.0,4800.0,100.0,3800.0,100.0
2015/03/18(星期三),4580,20,4080,20.0,4800.0,0.0,3800.0,0.0
2015/03/19(星期四),4620,40,4120,40.0,4900.0,100.0,3900.0,100.0
2015/03/20(星期五),4630,10,4130,10.0,4900.0,0.0,3900.0,0.0
2015/03/21(星期六),4660,30,4160,30.0,4900.0,0.0,3900.0,0.0
2015/03/23(星期一),4660,0,4160,0.0,4900.0,0.0,3900.0,0.0
2015/03/24(星期二),4680,20,4180,20.0,4900.0,0.0,3900.0,0.0
2015/03/25(星期三),4680,0,4180,0.0,4900.0,0.0,3900.0,0.0
2015/03/26(星期四),4710,30,4210,30.0,4900.0,0.0,3900.0,0.0
2015/03/27(星期五),4720,10,4220,10.0,4900.0,0.0,3900.0,0.0
2015/03/28(星期六),4720,0,4220,0.0,4900.0,0.0,3900.0,0.0
2015/03/30(星期一),4690,30,4190,30.0,4900.0,0.0,3900.0,0.0
2015/03/31(星期二),4670,20,4170,20.0,4900.0,0.0,3900.0,0.0
2015/04/01(星期三),4670,0,4170,0.0,4900.0,0.0,3900.0,0.0
2015/04/02(星期四),4720,50,4220,50.0,5000.0,100.0,4000.0,100.0
2015/04/03(星期五),4720,0,4220,0.0,5000.0,0.0,4000.0,0.0
2015/04/04(星期六),4720,0,4220,0.0,5000.0,0.0,4000.0,0.0
2015/04/06(星期一),4760,40,4260,40.0,5000.0,0.0,4000.0,0.0
2015/04/07(星期二),4730,30,4230,30.0,5000.0,0.0,4000.0,0.0
2015/04/08(星期三),4720,10,4220,10.0,5000.0,0.0,4000.0,0.0
2015/04/09(星期四),4680,40,4180,40.0,5000.0,0.0,4000.0,0.0
2015/04/10(星期五),4680,0,4180,0.0,5000.0,0.0,4000.0,0.0
2015/04/11(星期六),4730,50,4230,50.0,5000.0,0.0,4000.0,0.0
2015/04/13(星期一),4730,0,4230,0.0,5000.0,0.0,4000.0,0.0
2015/04/14(星期二),4720,10,4220,10.0,5000.0,0.0,4000.0,0.0
2015/04/15(星期三),4690,30,4190,30.0,4900.0,100.0,3900.0,100.0
2015/04/16(星期四),4730,40,4230,40.0,5000.0,100.0,4000.0,100.0
2015/04/17(星期五),4690,40,4190,40.0,5000.0,0.0,4000.0,0.0
2015/04/18(星期六),4710,20,4210,20.0,5000.0,0.0,4000.0,0.0
2015/04/20(星期一),4700,10,4200,10.0,5000.0,0.0,4000.0,0.0
2015/04/21(星期二),4680,20,4180,20.0,4900.0,100.0,3900.0,100.0
2015/04/22(星期三),4690,10,4190,10.0,4900.0,0.0,3900.0,0.0
2015/04/23(星期四),4650,40,4150,40.0,4800.0,100.0,3800.0,100.0
2015/04/24(星期五),4640,10,4140,10.0,4800.0,0.0,3800.0,0.0
2015/04/25(星期六),4590,50,4090,50.0,4700.0,100.0,3700.0,100.0
2015/04/27(星期一),4560,30,4060,30.0,4700.0,0.0,3700.0,0.0
2015/04/28(星期二),4610,50,4110,50.0,4800.0,100.0,3800.0,100.0
2015/04/29(星期三),4640,30,4140,30.0,4800.0,0.0,3800.0,0.0
2015/04/30(星期四),4620,10,4120,10.0,4800.0,0.0,3800.0,0.0
2015/05/01(星期五),4590,30,4090,30.0,4800.0,0.0,3800.0,0.0
2015/05/02(星期六),4570,20,4070,20.0,4800.0,0.0,3800.0,0.0
2015/05/04(星期一),4570,0,4070,0.0,4800.0,0.0,3800.0,0.0
2015/05/05(星期二),4590,20,4090,20.0,4800.0,0.0,3800.0,0.0
2015/05/06(星期三),4610,20,4110,20.0,4800.0,0.0,3800.0,0.0
2015/05/07(星期四),4590,20,4090,20.0,4800.0,0.0,3800.0,0.0
2015/05/08(星期五),4580,10,4080,10.0,4800.0,0.0,3800.0,0.0
2015/05/09(星期六),4590,10,4090,10.0,4800.0,0.0,3800.0,0.0
2015/05/11(星期一),4600,10,4100,10.0,4800.0,0.0,3800.0,0.0
2015/05/12(星期二),4580,20,4080,20.0,4800.0,0.0,3800.0,0.0
2015/05/13(星期三),4600,20,4100,20.0,4800.0,0.0,3800.0,0.0
2015/05/14(星期四),4650,50,4150,50.0,4800.0,0.0,3800.0,0.0
2015/05/15(星期五),4660,10,4160,10.0,4800.0,0.0,3800.0,0.0
2015/05/16(星期六),4670,10,4170,10.0,4800.0,0.0,3800.0,0.0
2015/05/18(星期一),4660,10,4160,10.0,4800.0,0.0,3800.0,0.0
2015/05/19(星期二),4660,0,4160,0.0,4800.0,0.0,3800.0,0.0
2015/05/20(星期三),4640,20,4140,20.0,4800.0,0.0,3800.0,0.0
2015/05/21(星期四),4650,10,4150,10.0,4800.0,0.0,3800.0,0.0
2015/05/22(星期五),4630,20,4130,20.0,4800.0,0.0,3800.0,0.0
2015/05/23(星期六),4620,10,4120,10.0,4800.0,0.0,3800.0,0.0
2015/05/25(星期一),4620,0,4120,0.0,4800.0,0.0,3800.0,0.0
2015/05/26(星期二),4630,10,4130,10.0,4800.0,0.0,3800.0,0.0
2015/05/27(星期三),4590,40,4090,40.0,4800.0,0.0,3800.0,0.0
2015/05/28(星期四),4580,10,4080,10.0,4700.0,100.0,3700.0,100.0
2015/05/29(星期五),4590,10,4090,10.0,4700.0,0.0,3700.0,0.0
2015/05/30(星期六),4600,10,4100,10.0,4700.0,0.0,3700.0,0.0
2015/06/01(星期一),4610,10,4110,10.0,4700.0,0.0,3700.0,0.0
2015/06/02(星期二),4610,0,4110,0.0,4700.0,0.0,3700.0,0.0
2015/06/03(星期三),4620,10,4120,10.0,4700.0,0.0,3700.0,0.0
2015/06/04(星期四),4590,30,4090,30.0,4700.0,0.0,3700.0,0.0
2015/06/05(星期五),4580,10,4080,10.0,4700.0,0.0,3700.0,0.0
2015/06/06(星期六),4570,10,4070,10.0,4700.0,0.0,3700.0,0.0
2015/06/08(星期一),4590,20,4090,20.0,4700.0,0.0,3700.0,0.0
2015/06/09(星期二),4600,10,4100,10.0,4700.0,0.0,3700.0,0.0
2015/06/10(星期三),4600,0,4100,0.0,4700.0,0.0,3700.0,0.0
2015/06/11(星期四),4620,20,4120,20.0,4700.0,0.0,3700.0,0.0
2015/06/12(星期五),4600,20,4100,20.0,4700.0,0.0,3700.0,0.0
2015/06/13(星期六),4600,0,4100,0.0,4700.0,0.0,3700.0,0.0
2015/06/15(星期一),4610,10,4110,10.0,4700.0,0.0,3700.0,0.0
2015/06/16(星期二),4620,10,4120,10.0,4700.0,0.0,3700.0,0.0
2015/06/17(星期三),4600,20,4100,20.0,4600.0,100.0,3600.0,100.0
2015/06/18(星期四),4610,10,4110,10.0,4600.0,0.0,3600.0,0.0
2015/06/19(星期五),4640,30,4140,30.0,4600.0,0.0,3600.0,0.0
2015/06/22(星期一),4630,10,4130,10.0,4600.0,0.0,3600.0,0.0
2015/06/23(星期二),4600,30,4100,30.0,4600.0,0.0,3600.0,0.0
2015/06/24(星期三),4590,10,4090,10.0,4600.0,0.0,3600.0,0.0
2015/06/25(星期四),4590,0,4090,0.0,4600.0,0.0,3600.0,0.0
2015/06/26(星期五),4570,20,4070,20.0,4600.0,0.0,3600.0,0.0
2015/06/27(星期六),4570,0,4070,0.0,4600.0,0.0,3600.0,0.0
2015/06/29(星期一),4600,30,4100,30.0,4600.0,0.0,3600.0,0.0
2015/06/30(星期二),4580,20,4080,20.0,4600.0,0.0,3600.0,0.0
2015/07/01(星期三),4570,10,4070,10.0,4600.0,0.0,3600.0,0.0
2015/07/02(星期四),4550,20,4050,20.0,4600.0,0.0,3600.0,0.0
2015/07/03(星期五),4540,10,4040,10.0,4600.0,0.0,3600.0,0.0
2015/07/04(星期六),4550,10,4050,10.0,4600.0,0.0,3600.0,0.0
2015/07/06(星期一),4550,0,4050,0.0,4600.0,0.0,3600.0,0.0
2015/07/07(星期二),4560,10,4060,10.0,4600.0,0.0,3600.0,0.0
2015/07/08(星期三),4510,50,4010,50.0,4400.0,20.0,3400.0,200.0
2015/07/09(星期四),4530,20,4030,20.0,4400.0,0.0,3400.0,0.0
2015/07/11(星期六),4540,10,4040,10.0,4400.0,0.0,3400.0,0.0
2015/07/13(星期一),4540,0,4040,0.0,4400.0,0.0,3400.0,0.0
2015/07/14(星期二),4520,20,4020,20.0,4400.0,0.0,3400.0,0.0
2015/07/15(星期三),4520,0,4020,0.0,4400.0,0.0,3400.0,0.0
2015/07/16(星期四),4490,30,3990,30.0,4400.0,0.0,3400.0,0.0
2015/07/17(星期五),4490,0,3990,0.0,4400.0,0.0,3400.0,0.0
2015/07/18(星期六),4460,30,3960,30.0,4400.0,0.0,3400.0,0.0
2015/07/20(星期一),4370,90,3870,90.0,4200.0,200.0,3200.0,200.0
2015/07/21(星期二),4350,20,3850,20.0,4200.0,0.0,3200.0,0.0
2015/07/22(星期三),4330,20,3830,20.0,4200.0,0.0,3200.0,0.0
2015/07/23(星期四),4330,0,3830,0.0,4200.0,0.0,3200.0,0.0
2015/07/24(星期五),4280,50,3780,50.0,4200.0,0.0,3200.0,0.0
2015/07/25(星期六),4350,70,3850,70.0,4200.0,0.0,3200.0,0.0
2015/07/27(星期一),4360,10,3860,10.0,4300.0,100.0,3300.0,100.0
2015/07/28(星期二),4350,10,3850,10.0,4300.0,0.0,3300.0,0.0
2015/07/29(星期三),4350,0,3850,0.0,4300.0,0.0,3300.0,0.0
2015/07/30(星期四),4340,10,3840,10.0,4300.0,0.0,3300.0,0.0
2015/07/31(星期五),4320,20,3820,20.0,4300.0,0.0,3300.0,0.0
2015/08/01(星期六),4360,40,3860,40.0,4300.0,0.0,3300.0,0.0
2015/08/03(星期一),4360,0,3860,0.0,4300.0,0.0,3300.0,0.0
2015/08/04(星期二),4330,30,3830,30.0,4200.0,10.0,3200.0,0.0
2015/08/05(星期三),4340,10,3840,10.0,4200.0,0.0,3200.0,0.0
2015/08/06(星期四),4340,0,3840,0.0,4200.0,0.0,3200.0,0.0
2015/08/07(星期五),4350,10,3850,10.0,4200.0,0.0,3200.0,0.0
2015/08/10(星期一),4360,10,3860,10.0,4200.0,0.0,3200.0,0.0
2015/08/11(星期二),4390,30,3890,30.0,4300.0,100.0,3300.0,100.0
2015/08/12(星期三),4460,70,3960,70.0,4400.0,100.0,3400.0,100.0
2015/08/13(星期四),4510,50,4010,50.0,4400.0,0.0,3400.0,0.0
2015/08/14(星期五),4480,30,3980,30.0,4400.0,0.0,3400.0,0.0
2015/08/15(星期六),4480,0,3980,0.0,4400.0,0.0,3400.0,0.0
2015/08/17(星期一),4500,20,4000,20.0,4400.0,0.0,3400.0,0.0
2015/08/18(星期二),4520,20,4020,20.0,4400.0,0.0,3400.0,0.0
2015/08/19(星期三),4530,10,4030,10.0,4400.0,0.0,3400.0,0.0
2015/08/20(星期四),4590,60,4090,60.0,4500.0,100.0,3500.0,100.0
2015/08/21(星期五),4700,110,4200,110.0,4600.0,100.0,3600.0,100.0
2015/08/24(星期一),4740,40,4240,40.0,4600.0,0.0,3600.0,0.0
