日期,開盤,最高,最低,收盤,漲跌,漲%,成交量,成交金額,本益比
2019/10/23,370.50,372.00,368.00,372.00,0.50,0.13%,"4,065","1,504,875",28.6595
2019/10/22,369.50,372.00,367.50,371.50,2.50,0.68%,"4,971","1,838,294",28.621
2019/10/21,373.00,374.50,368.50,369.00,-1.00,-0.27%,"4,571","1,697,740",28.4284
2019/10/18,373.50,374.00,369.00,370.00,-1.00,-0.27%,"5,957","2,214,681",28.5054
2019/10/17,364.00,372.00,362.00,371.00,11.00,3.06%,"8,886","3,273,979",28.5824
2019/10/16,370.00,372.00,359.00,360.00,-7.00,-1.91%,"12,208","4,426,876",27.735
2019/10/15,370.00,371.50,366.00,367.00,-3.50,-0.94%,"9,994","3,680,154",28.2743
2019/10/14,371.00,375.00,368.00,370.50,-1.50,-0.40%,"14,689","5,456,678",28.5439
2019/10/09,382.00,382.50,372.00,372.00,-12.50,-3.25%,"8,395","3,151,360",28.6595
2019/10/08,384.00,385.50,383.00,384.50,0.50,0.13%,"5,089","1,955,784",29.6225
2019/10/07,386.50,388.00,381.50,384.00,-1.50,-0.39%,"5,093","1,956,044",29.584
2019/10/04,382.50,387.00,382.00,385.50,6.00,1.58%,"7,692","2,957,856",29.6995
2019/10/03,372.00,381.00,367.50,379.50,7.50,2.02%,"8,891","3,347,303",29.2373
2019/10/02,374.00,375.50,372.00,372.00,-4.50,-1.20%,"3,951","1,474,616",28.6595
2019/10/01,369.50,376.50,369.00,376.50,7.50,2.03%,"7,400","2,762,935",29.0062
2019/09/27,376.00,378.00,368.50,369.00,-7.00,-1.86%,"9,127","3,379,890",28.4284
2019/09/26,382.00,384.00,374.00,376.00,-4.00,-1.05%,"8,219","3,112,969",28.9676
2019/09/25,382.50,385.00,379.00,380.00,-7.00,-1.81%,"8,944","3,408,717",29.2758
2019/09/24,388.00,389.00,384.50,387.00,-1.00,-0.26%,"4,040","1,561,389",29.8151
2019/09/23,385.50,391.00,384.50,388.00,1.50,0.39%,"4,616","1,790,618",29.8921
2019/09/20,381.50,388.00,381.50,386.50,6.00,1.58%,"9,000","3,470,049",29.7766
2019/09/19,387.00,388.00,380.50,380.50,-1.50,-0.39%,"7,618","2,928,166",29.3143
2019/09/18,383.00,384.00,379.00,382.00,-1.00,-0.26%,"7,371","2,815,459",29.4299
2019/09/17,385.00,388.00,382.50,383.00,1.00,0.26%,"8,724","3,350,181",29.5069
2019/09/16,375.50,384.50,375.50,382.00,7.00,1.87%,"10,976","4,175,835",29.4299
2019/09/12,381.00,383.00,373.00,375.00,0.50,0.13%,"9,750","3,672,949",28.8906
2019/09/11,376.00,379.50,372.50,374.50,-3.50,-0.93%,"7,336","2,745,928",28.8521
2019/09/10,380.00,382.00,375.50,378.00,-4.50,-1.18%,"9,046","3,415,126",29.1217
2019/09/09,381.50,389.50,378.00,382.50,8.00,2.14%,"19,579","7,532,455",29.4684
2019/09/06,371.00,378.00,368.00,374.50,7.00,1.90%,"13,658","5,106,110",28.8521
2019/09/05,368.50,369.50,364.50,367.50,2.50,0.68%,"4,486","1,644,194",28.3128
2019/09/04,365.00,369.00,362.00,365.00,1.00,0.27%,"6,262","2,284,399",28.1202
2019/09/03,370.50,370.50,363.00,364.00,-6.50,-1.75%,"4,463","1,633,486",28.0431
2019/09/02,367.50,371.50,364.00,370.50,3.00,0.82%,"5,318","1,957,015",28.5439
2019/08/30,370.50,373.50,365.00,367.50,2.00,0.55%,"10,422","3,844,482",28.3128
2019/08/29,364.50,366.00,361.50,365.50,-0.50,-0.14%,"8,416","3,065,752",28.1587
2019/08/28,355.50,367.50,355.00,366.00,20.50,5.93%,"20,997","7,640,206",28.1972
2019/08/27,347.00,348.00,343.00,345.50,2.50,0.73%,"8,037","2,779,623",26.6179
2019/08/26,337.50,344.50,336.00,343.00,0.50,0.15%,"5,118","1,743,965",26.4253
2019/08/23,347.50,352.00,342.50,342.50,-2.50,-0.72%,"6,822","2,359,215",26.3867
2019/08/22,349.00,352.00,342.50,345.00,-2.00,-0.58%,"8,529","2,956,842",26.5794
2019/08/21,351.00,356.50,347.00,347.00,-4.00,-1.14%,"10,779","3,777,225",26.7334
2019/08/20,351.50,354.00,347.00,351.00,-2.00,-0.57%,"13,465","4,719,377",27.0416
2019/08/19,328.00,353.00,326.50,353.00,31.00,9.63%,"30,578","10,510,893",27.1957
2019/08/16,317.00,324.50,317.00,322.00,5.50,1.74%,"7,821","2,513,653",24.8074
2019/08/15,314.50,317.00,313.50,316.50,-3.00,-0.94%,"5,251","1,653,752",24.3837
2019/08/14,322.00,323.00,318.50,319.50,1.50,0.47%,"3,991","1,280,287",23.5446
2019/08/13,321.50,322.00,317.00,318.00,-5.00,-1.55%,"3,974","1,266,869",23.434
2019/08/12,318.50,323.00,318.00,323.00,6.50,2.05%,"8,148","2,619,275",23.8025
2019/08/08,316.50,320.50,314.50,316.50,-1.50,-0.47%,"7,071","2,242,605",23.3235
2019/08/07,313.00,319.50,312.50,318.00,9.00,2.91%,"13,326","4,225,015",23.434
2019/08/06,305.00,313.00,304.00,309.00,-3.00,-0.96%,"10,117","3,124,473",22.7708
2019/08/05,313.00,315.50,309.00,312.00,-4.00,-1.27%,"9,441","2,935,231",22.9919
2019/08/02,310.50,316.50,309.50,316.00,2.00,0.64%,"13,587","4,249,351",23.2867
2019/08/01,318.00,327.50,314.00,314.00,-0.50,-0.16%,"24,479","7,848,696",23.1393
2019/07/31,322.00,322.00,309.00,314.50,-11.00,-3.38%,"17,760","5,584,932",23.1761
2019/07/30,322.00,328.00,320.50,325.50,6.50,2.04%,"17,119","5,552,940",23.9867
2019/07/29,311.00,319.50,310.00,319.00,5.50,1.75%,"9,084","2,865,310",23.5077
2019/07/26,309.50,315.00,308.00,313.50,0.50,0.16%,"4,495","1,404,891",23.1024
2019/07/25,310.00,313.00,308.00,313.00,5.00,1.62%,"5,466","1,700,655",23.0656
2019/07/24,315.00,315.50,307.50,308.00,-6.50,-2.07%,"8,461","2,626,606",22.6971
2019/07/23,310.00,315.00,310.00,314.50,6.00,1.94%,"7,586","2,376,182",23.1761
2019/07/22,306.00,309.50,305.50,308.50,4.00,1.31%,"7,019","2,162,431",22.734
2019/07/19,307.50,308.00,302.50,304.50,2.50,0.83%,"7,334","2,240,024",22.4392
2019/07/18,311.00,311.00,301.00,302.00,-8.00,-2.58%,"9,600","2,923,777",22.255
2019/07/17,313.00,314.00,308.50,310.00,-4.00,-1.27%,"6,796","2,107,070",22.8445
2019/07/16,315.50,317.50,313.00,314.00,-0.50,-0.16%,"5,076","1,595,294",23.1393
2019/07/15,318.50,319.00,313.50,314.50,-3.50,-1.10%,"5,195","1,636,743",23.1761
2019/07/12,321.50,322.00,318.00,318.00,-4.50,-1.40%,"3,206","1,023,523",23.434
2019/07/11,320.00,324.00,319.00,322.50,4.50,1.42%,"6,721","2,162,179",23.7657
2019/07/10,317.00,319.00,315.50,318.00,4.50,1.44%,"4,384","1,392,098",23.434
2019/07/09,314.50,316.00,313.00,313.50,-0.50,-0.16%,"3,739","1,175,444",23.1024
2019/07/08,312.00,315.50,312.00,314.00,-7.00,-2.18%,"5,707","1,787,637",23.1393
2019/07/05,319.50,322.00,318.50,321.00,2.00,0.63%,"6,691","2,143,353",23.6551
2019/07/04,320.00,320.50,317.50,319.00,1.50,0.47%,"4,091","1,304,523",23.5077
2019/07/03,322.00,326.50,316.00,317.50,-1.50,-0.47%,"8,819","2,830,694",23.3972
2019/07/02,314.00,319.00,313.50,319.00,5.00,1.59%,"7,759","2,457,959",23.5077
2019/07/01,315.00,317.00,312.50,314.00,0.00,0.00%,"8,268","2,599,022",23.1393
2019/06/28,314.00,315.50,311.00,314.00,1.00,0.32%,"4,212","1,319,012",23.1393
2019/06/27,314.00,315.50,312.50,313.00,2.50,0.81%,"5,353","1,682,115",23.0656
2019/06/26,312.50,313.00,309.50,310.50,-1.00,-0.32%,"3,336","1,037,971",22.8814
2019/06/25,313.50,315.00,309.00,311.50,-4.00,-1.27%,"3,244","1,010,346",22.955
2019/06/24,311.50,315.50,310.00,315.50,2.00,0.64%,"4,463","1,398,182",23.2498
2019/06/21,312.00,316.00,310.00,313.50,3.50,1.13%,"9,233","2,891,656",23.1024
2019/06/20,311.00,313.00,308.00,310.00,1.50,0.49%,"4,674","1,450,038",22.8445
2019/06/19,314.50,315.00,307.50,308.50,0.00,0.00%,"8,116","2,518,885",22.734
2019/06/18,304.00,309.00,304.00,308.50,8.00,2.66%,"6,586","2,020,221",22.734
2019/06/17,305.00,307.00,300.00,300.50,-6.50,-2.12%,"6,753","2,042,815",22.1444
2019/06/14,311.00,312.50,306.00,307.00,-2.50,-0.81%,"4,801","1,482,568",22.6234
2019/06/13,309.50,316.50,308.50,309.50,0.00,0.00%,"6,907","2,154,996",22.8077
2019/06/12,308.50,312.50,306.50,309.50,1.50,0.49%,"4,459","1,381,107",22.8077
2019/06/11,310.00,314.00,308.00,308.00,-8.00,-2.53%,"8,925","2,767,666",22.6971
2019/06/10,313.00,316.50,310.00,316.00,9.00,2.93%,"8,082","2,538,785",23.2867
2019/06/06,312.00,312.00,305.50,307.00,-6.00,-1.92%,"6,146","1,895,740",22.6234
2019/06/05,317.00,319.50,312.50,313.00,2.00,0.64%,"9,335","2,943,640",23.0656
2019/06/04,316.00,318.00,311.00,311.00,-3.00,-0.96%,"8,773","2,758,648",22.9182
2019/06/03,308.50,316.50,304.00,314.00,3.00,0.96%,"13,078","4,084,617",23.1393
2019/05/31,298.50,313.00,297.00,311.00,14.50,4.89%,"15,580","4,781,761",22.9182
2019/05/30,284.50,298.50,284.50,296.50,16.00,5.70%,"10,940","3,209,809",21.8497
2019/05/29,277.50,280.50,275.00,280.50,0.00,0.00%,"5,040","1,399,122",20.6706
2019/05/28,283.00,283.50,279.50,280.50,-0.50,-0.18%,"7,631","2,143,150",20.6706
2019/05/27,287.00,288.50,276.50,281.00,-6.00,-2.09%,"7,624","2,135,956",20.7074
2019/05/24,294.50,294.50,286.00,287.00,-5.00,-1.71%,"5,172","1,502,837",21.1496
2019/05/23,291.00,295.00,289.00,292.00,4.50,1.57%,"9,876","2,882,498",21.5181
2019/05/22,290.00,290.50,286.50,287.50,-3.00,-1.03%,"3,821","1,102,087",21.1864
2019/05/21,287.00,292.50,286.50,290.50,0.50,0.17%,"5,505","1,597,602",21.4075
2019/05/20,291.50,293.00,286.50,290.00,-1.00,-0.34%,"5,080","1,471,544",21.3707
2019/05/17,291.50,296.50,289.00,291.00,3.00,1.04%,"8,935","2,611,844",21.4444
2019/05/16,290.00,292.00,286.00,288.00,-2.00,-0.69%,"4,928","1,425,675",21.2233
2019/05/15,290.00,293.50,287.50,290.00,1.00,0.35%,"5,782","1,680,575",22.1205
2019/05/14,279.00,289.00,276.50,289.00,2.50,0.87%,"8,107","2,302,625",22.0442
2019/05/13,300.00,300.00,285.50,286.50,-12.00,-4.02%,"7,964","2,309,418",21.8535
2019/05/10,303.00,305.50,293.00,298.50,-1.50,-0.50%,"7,160","2,144,998",22.7689
2019/05/09,311.00,314.00,300.00,300.00,-10.00,-3.23%,"9,557","2,916,153",22.8833
2019/05/08,308.00,311.00,304.50,310.00,-1.00,-0.32%,"9,096","2,808,630",23.6461
2019/05/07,309.00,313.00,307.00,311.00,5.00,1.63%,"12,300","3,819,684",23.7223
2019/05/06,304.00,306.00,301.00,306.00,-3.00,-0.97%,"12,150","3,694,606",23.341
2019/05/03,304.00,310.00,301.00,309.00,11.00,3.69%,"18,532","5,686,611",23.5698
2019/05/02,307.50,307.50,298.00,298.00,2.50,0.85%,"21,971","6,656,139",22.7307
2019/04/30,290.00,295.50,287.00,295.50,8.00,2.78%,"8,622","2,516,743",22.54
2019/04/29,289.50,291.50,286.50,287.50,-2.50,-0.86%,"4,219","1,217,535",21.9298
2019/04/26,286.00,290.00,283.50,290.00,2.00,0.69%,"3,851","1,106,348",22.1205
2019/04/25,289.50,291.00,286.00,288.00,-1.50,-0.52%,"3,703","1,068,999",21.968
2019/04/24,292.00,292.00,287.00,289.50,-0.50,-0.17%,"3,863","1,119,816",22.0824
2019/04/23,290.50,290.50,285.00,290.00,1.00,0.35%,"4,919","1,414,604",22.1205
2019/04/22,292.00,293.50,288.50,289.00,-1.00,-0.34%,"3,197","930,829",22.0442
2019/04/19,293.50,294.00,288.50,290.00,-1.00,-0.34%,"3,334","969,514",22.1205
2019/04/18,289.50,293.50,289.00,291.00,2.50,0.87%,"10,978","3,193,841",22.1968
2019/04/17,294.50,299.00,287.50,288.50,-11.50,-3.83%,"19,674","5,717,401",22.0061
2019/04/16,299.00,301.50,297.50,300.00,3.50,1.18%,"8,003","2,396,123",22.8833
2019/04/15,298.00,299.00,295.50,296.50,3.00,1.02%,"7,181","2,136,995",22.6163
2019/04/12,294.00,297.00,292.00,293.50,2.00,0.69%,"6,380","1,877,349",22.3875
2019/04/11,298.00,303.00,291.00,291.50,-8.50,-2.83%,"12,175","3,604,318",22.2349
2019/04/10,300.00,304.50,298.00,300.00,0.50,0.17%,"12,410","3,744,562",22.8833
2019/04/09,294.00,300.00,291.00,299.50,5.00,1.70%,"9,915","2,927,099",22.8452
2019/04/08,289.00,294.50,289.00,294.50,4.00,1.38%,"8,346","2,442,715",22.4638
2019/04/03,289.50,291.50,287.00,290.50,0.00,0.00%,"6,656","1,930,546",22.1587
2019/04/02,290.00,291.50,288.00,290.50,5.00,1.75%,"9,730","2,822,140",22.1587
2019/04/01,284.50,287.00,284.00,285.50,3.00,1.06%,"6,931","1,976,670",21.7773
2019/03/29,279.00,282.50,277.00,282.50,6.00,2.17%,"5,403","1,514,618",16.4915
2019/03/28,278.50,283.50,276.50,276.50,-3.00,-1.07%,"4,617","1,291,582",16.1413
2019/03/27,280.00,280.50,278.00,279.50,-1.50,-0.53%,"2,681","749,342",16.3164
2019/03/26,279.00,281.50,278.50,281.00,4.50,1.63%,"3,638","1,019,088",16.404
2019/03/25,276.50,279.00,276.00,276.50,-7.50,-2.64%,"5,460","1,514,104",16.1413
2019/03/22,280.00,286.00,279.00,284.00,6.50,2.34%,"13,173","3,729,502",16.5791
2019/03/21,274.50,279.50,274.50,277.50,3.00,1.09%,"4,525","1,253,604",16.1996
2019/03/20,275.50,275.50,273.00,274.50,-1.00,-0.36%,"3,168","868,254",16.0245
2019/03/19,276.50,277.00,272.00,275.50,-2.50,-0.90%,"5,707","1,565,689",16.0829
2019/03/18,280.00,281.50,276.00,278.00,2.00,0.72%,"4,329","1,205,149",16.2288
2019/03/15,274.00,277.00,273.50,276.00,3.50,1.28%,"4,468","1,230,527",16.1121
2019/03/14,272.00,278.00,271.50,272.50,-0.50,-0.18%,"4,933","1,352,816",15.9078
2019/03/13,270.00,273.50,269.00,273.00,2.50,0.92%,"2,627","713,285",15.937
2019/03/12,274.50,276.00,270.00,270.50,0.50,0.19%,"4,929","1,345,388",15.791
2019/03/11,267.50,272.50,267.50,270.00,2.50,0.93%,"3,486","942,558",15.7618
2019/03/08,270.00,271.50,266.00,267.50,-6.50,-2.37%,"7,605","2,042,480",15.6159
2019/03/07,277.50,279.00,272.50,274.00,-6.00,-2.14%,"4,456","1,227,394",15.9953
2019/03/06,274.00,281.50,274.00,280.00,7.00,2.56%,"9,119","2,549,522",16.3456
2019/03/05,275.50,279.00,272.00,273.00,-4.00,-1.44%,"5,726","1,577,295",15.937
2019/03/04,280.00,283.50,277.00,277.00,-3.00,-1.07%,"7,891","2,205,073",16.1705
2019/02/27,280.00,282.00,274.00,280.00,3.50,1.27%,"9,346","2,602,845",16.3456
2019/02/26,283.50,293.00,276.50,276.50,-6.00,-2.12%,"15,256","4,329,914",16.1413
2019/02/25,271.00,282.50,270.50,282.50,18.50,7.01%,"20,112","5,603,486",16.4915
2019/02/22,260.00,271.00,259.50,264.00,5.00,1.93%,"16,462","4,356,064",15.4116
2019/02/21,254.00,259.50,253.50,259.00,3.50,1.37%,"6,115","1,574,914",15.1197
2019/02/20,251.50,258.00,251.50,255.50,5.50,2.20%,"7,741","1,977,065",14.9154
2019/02/19,252.00,252.50,249.00,250.00,-3.50,-1.38%,"3,358","841,603",14.59
2019/02/18,254.50,254.50,251.00,253.50,1.50,0.60%,"3,332","843,285",14.7986
2019/02/15,254.50,258.00,250.50,252.00,-3.50,-1.37%,"4,365","1,105,758",14.71
2019/02/14,257.00,259.00,255.50,255.50,-3.50,-1.35%,"3,051","782,840",14.92
2019/02/13,259.50,261.50,256.50,259.00,1.50,0.58%,"5,524","1,431,584",15.12
2019/02/12,257.00,259.50,256.00,257.50,-2.00,-0.77%,"5,978","1,541,228",15.03
2019/02/11,252.50,259.50,249.50,259.50,16.50,6.79%,"19,459","4,923,171",15.15
2019/01/30,245.50,245.50,241.50,243.00,-2.50,-1.02%,"5,074","1,234,145",14.19
2019/01/29,245.00,248.00,244.00,245.50,-3.00,-1.21%,"4,278","1,048,432",14.33
2019/01/28,247.50,249.00,246.50,248.50,0.50,0.20%,"3,686","913,536",14.51
2019/01/25,246.50,249.50,245.00,248.00,3.50,1.43%,"6,383","1,582,606",14.48
2019/01/24,242.50,248.00,242.00,244.50,3.50,1.45%,"6,358","1,560,450",14.27
2019/01/23,240.50,241.00,237.00,241.00,-1.00,-0.41%,"3,065","733,919",14.07
2019/01/22,246.50,248.00,241.00,242.00,-2.50,-1.02%,"4,435","1,082,603",14.13
2019/01/21,247.00,249.00,243.50,244.50,0.50,0.20%,"4,437","1,092,606",14.27
2019/01/18,239.50,244.50,239.00,244.00,7.00,2.95%,"6,657","1,615,967",14.24
2019/01/17,237.50,239.00,234.50,237.00,0.00,0.00%,"2,920","690,712",13.84
2019/01/16,233.00,238.00,232.00,237.00,4.00,1.72%,"4,397","1,035,318",13.84
2019/01/15,233.50,233.50,231.50,233.00,1.50,0.65%,"4,528","1,053,018",13.6
2019/01/14,231.50,234.00,230.00,231.50,4.00,1.76%,"4,203","974,792",13.51
2019/01/11,227.00,229.00,226.00,227.50,1.50,0.66%,"2,023","460,068",13.28
2019/01/10,226.00,228.00,223.00,226.00,0.00,0.00%,"2,882","650,011",13.19
2019/01/09,225.50,231.50,224.00,226.00,4.00,1.80%,"8,817","2,009,866",13.19
2019/01/08,221.00,222.50,218.50,222.00,3.00,1.37%,"4,626","1,022,089",12.96
2019/01/07,221.00,221.50,217.50,219.00,2.00,0.92%,"7,009","1,538,050",12.78
2019/01/04,218.50,218.50,213.50,217.00,-6.50,-2.91%,"5,604","1,212,547",12.67
2019/01/03,224.00,226.00,221.00,223.50,3.00,1.36%,"3,719","831,122",13.05
2019/01/02,229.50,229.50,220.50,220.50,-9.00,-3.92%,"4,284","957,736",12.87
2018/12/28,223.50,229.50,223.50,229.50,4.50,2.00%,"3,415","774,673",13.4
2018/12/27,224.50,227.00,223.00,225.00,5.00,2.27%,"2,969","668,855",13.13
2018/12/26,222.00,223.50,220.00,220.00,-1.00,-0.45%,897,"198,854",12.84
2018/12/25,221.00,222.00,219.00,221.00,-4.00,-1.78%,"1,528","337,471",12.9
2018/12/24,223.50,225.50,222.50,225.00,2.00,0.90%,"1,674","375,608",13.13
2018/12/22,223.00,223.50,221.50,223.00,-0.50,-0.22%,923,"205,274",13.02
2018/12/21,224.00,226.00,221.50,223.50,-1.50,-0.67%,"4,511","1,008,188",13.05
2018/12/20,229.50,231.00,223.50,225.00,-11.00,-4.66%,"9,031","2,047,407",13.13
2018/12/19,232.50,236.00,232.50,236.00,1.50,0.64%,"2,712","636,110",13.78
2018/12/18,234.00,236.50,233.50,234.50,-0.50,-0.21%,"2,177","511,305",13.69
2018/12/17,239.00,239.00,234.00,235.00,-1.00,-0.42%,"2,131","503,252",13.72
2018/12/14,239.00,240.00,233.00,236.00,-1.50,-0.63%,"3,433","811,926",13.78
2018/12/13,233.50,238.00,233.50,237.50,4.50,1.93%,"2,660","628,493",13.86
2018/12/12,231.50,235.00,230.00,233.00,5.00,2.19%,"2,520","587,488",13.6
2018/12/11,227.00,229.50,226.00,228.00,-1.00,-0.44%,"2,711","617,691",13.31
2018/12/10,229.50,234.00,228.00,229.00,-4.50,-1.93%,"3,099","713,859",13.37
2018/12/07,233.50,236.50,232.50,233.50,4.00,1.74%,"4,611","1,081,894",13.63
2018/12/06,239.00,239.50,229.00,229.50,-15.00,-6.13%,"8,278","1,933,004",13.4
2018/12/05,246.50,247.00,244.00,244.50,-7.50,-2.98%,"4,813","1,180,952",14.27
2018/12/04,248.00,252.50,245.00,252.00,6.50,2.65%,"9,482","2,373,152",14.71
2018/12/03,243.00,247.00,242.50,245.50,8.00,3.37%,"7,424","1,819,915",14.33
2018/11/30,233.00,238.00,231.00,237.50,6.00,2.59%,"6,671","1,574,913",13.86
2018/11/29,240.00,241.50,231.50,231.50,-5.00,-2.11%,"4,823","1,136,153",13.51
2018/11/28,232.00,236.50,231.00,236.50,4.50,1.94%,"4,001","937,372",13.81
2018/11/27,228.00,232.00,225.00,232.00,4.00,1.75%,"3,223","738,321",13.54
2018/11/26,224.00,230.50,223.00,228.00,6.00,2.70%,"3,788","865,355",13.31
2018/11/23,224.00,224.00,222.00,222.00,-0.50,-0.22%,"1,501","334,604",12.96
2018/11/22,223.50,225.00,222.00,222.50,-0.50,-0.22%,"2,250","501,826",12.99
2018/11/21,223.00,224.50,220.00,223.00,-2.00,-0.89%,"3,605","802,149",13.02
2018/11/20,222.50,225.50,220.50,225.00,1.50,0.67%,"3,016","675,093",13.13
2018/11/19,222.00,225.00,220.00,223.50,3.50,1.59%,"3,141","698,486",13.05
2018/11/16,225.00,228.00,220.00,220.00,-11.50,-4.97%,"8,593","1,918,467",12.84
2018/11/15,231.50,235.00,229.50,231.50,1.50,0.65%,"2,911","675,921",13.51
2018/11/14,231.00,233.00,229.00,230.00,-1.00,-0.43%,"2,607","602,413",13.43
2018/11/13,227.50,234.00,226.50,231.00,-3.50,-1.49%,"4,338","996,457",14.32
2018/11/12,228.00,235.50,227.00,234.50,6.00,2.63%,"4,714","1,096,716",14.54
2018/11/09,234.50,234.50,226.50,228.50,-6.50,-2.77%,"4,589","1,051,158",14.17
2018/11/08,239.00,240.00,233.00,235.00,0.00,0.00%,"3,630","854,930",14.57
2018/11/07,230.00,236.00,230.00,235.00,5.00,2.17%,"3,630","848,470",14.57
2018/11/06,233.50,238.00,226.50,230.00,0.00,0.00%,"5,870","1,362,477",14.26
2018/11/05,225.50,230.00,224.00,230.00,2.50,1.10%,"4,238","962,585",14.26
2018/11/02,226.50,230.50,224.50,227.50,4.00,1.79%,"7,311","1,662,872",14.1
2018/11/01,227.00,229.00,218.50,223.50,-4.00,-1.76%,"9,447","2,116,662",13.86
2018/10/31,212.00,227.50,211.00,227.50,20.50,9.90%,"10,113","2,215,983",14.1
2018/10/30,209.00,212.00,206.00,207.00,-1.00,-0.48%,"3,922","817,482",12.83
2018/10/29,206.00,208.00,199.50,208.00,6.00,2.97%,"7,012","1,424,765",12.9
2018/10/26,212.00,213.50,200.50,202.00,-8.00,-3.81%,"8,450","1,725,725",12.52
2018/10/25,207.50,212.00,206.00,210.00,-4.00,-1.87%,"6,389","1,337,954",13.02
