K_value,D_value
22.683375968992248,37.34584813953489
22.64945930232558,37.33465563953489
22.61370930232558,37.32285813953489
22.56420930232558,37.30652313953489
22.71270930232558,37.35552813953488
22.76770930232558,37.37367813953489
22.785179890560876,37.37944343365253
22.790858556056925,37.38131739326623
22.80070930232558,37.384568139534885
22.777950681635925,37.3770577947073
22.738834302325582,37.36414938953489
22.78008430232558,37.37776188953489
22.74570930232558,37.366418139534886
22.767231041456014,37.373520313447926
22.782871464487744,37.3786816530484
22.745340174808803,37.36629632745435
22.710225431357838,37.35470846211553
22.759902850712677,37.371102010502625
22.72087059264816,37.358221365341336
22.80070930232558,37.384568139534885
22.793123095429028,37.382064691259025
22.67695930232558,37.34373063953488
22.62301699463327,37.32592967799642
22.642055456171736,37.33221237030412
22.60820930232558,37.321043139534886
22.50213787375415,37.28603956810631
22.573496187571482,37.309587811666034
22.54851418037436,37.301343749290986
22.66818961728621,37.340836643471896
22.66039434169566,37.338264202527014
22.73315024720747,37.36227365134591
22.738834302325582,37.36414938953489
22.739786225402504,37.36446352415027
22.75032762293627,37.36794218533641
22.76535215946844,37.37290028239203
22.76070930232558,37.37136813953489
22.77070930232558,37.37466813953488
22.74820930232558,37.367243139534885
22.786361476238625,37.37983335692619
22.738834302325582,37.36414938953489
22.68285215946844,37.34567528239203
22.80070930232558,37.384568139534885
22.786515753938485,37.379884268567146
22.75945930232558,37.370955639534884
22.721191230036425,37.35832717567946
22.71035215946844,37.354750282392025
22.70695930232558,37.353630639534884
22.785709302325582,37.379618139534884
22.797082928699208,37.38337143623818
22.766863148479427,37.37339890876565
22.75945930232558,37.370955639534884
22.76770930232558,37.37367813953489
22.663880034032896,37.3394144809983
22.74820930232558,37.367243139534885
22.64320930232558,37.332593139534886
22.67695930232558,37.34373063953488
22.67913035495716,37.34444708690331
22.665324686940966,37.339891216457964
22.707632379248658,37.3538527549195
22.71445930232558,37.35610563953489
22.76928073089701,37.37419671096346
22.744137873754152,37.365899568106315
22.78881741043369,37.38064381521056
22.79791269215609,37.38364525817895
22.756114707730987,37.36985192331867
22.6669255185418,37.340419490886234
22.72935795097423,37.36102219358894
22.774096399099776,37.37578588147037
22.77320930232558,37.37549313953488
22.746313697929978,37.36661759008434
22.764959302325583,37.372770639534885
22.72201699463327,37.35859967799642
22.755016994633273,37.36948967799643
22.777863148479426,37.37702890876565
22.74994007155635,37.36781429338104
22.755016994633273,37.36948967799643
22.79285215946844,37.38197528239203
22.723062243502053,37.35894461012312
22.67008430232558,37.341461889534884
22.49133430232558,37.28247438953488
22.53977906976744,37.2984611627907
22.67791860465116,37.344047209302325
22.624197674418603,37.32631930232559
22.624197674418603,37.32631930232559
22.70518298653611,37.35304445532436
22.746610941669843,37.36671568051849
22.77282197838192,37.37536532263348
22.777137873754153,37.37678956810632
22.795995016611297,37.38301242524917
22.80070930232558,37.384568139534885
22.762840449866566,37.37207141822341
22.74120110560427,37.36493043461685
22.79529946626001,37.38278289363325
22.77070930232558,37.37466813953488
22.80070930232558,37.384568139534885
22.72570930232558,37.35981813953489
22.72935795097423,37.36102219358894
22.782871464487744,37.3786816530484
22.78008430232558,37.37776188953489
22.75945930232558,37.370955639534884
22.80070930232558,37.384568139534885
22.80070930232558,37.384568139534885
22.706423588039865,37.3534538538206
22.80070930232558,37.384568139534885
22.62301699463327,37.32592967799642
22.64840161001789,37.334306601073344
22.534580270067515,37.296745558889725
22.715548012003,37.35646491372843
22.598451237809453,37.317822978244564
22.502644786196548,37.286206849212306
22.54070930232558,37.298768139534886
22.660709302325582,37.338368139534886
22.756114707730987,37.36985192331867
22.75241661939875,37.36863155416903
22.711334302325582,37.355074389534884
22.80070930232558,37.384568139534885
22.761423588039868,37.3716038538206
22.71428073089701,37.356046710963454
22.772423588039867,37.3752338538206
22.80070930232558,37.384568139534885
22.779418979744936,37.37754233308327
22.63570930232558,37.33011813953488
22.647220930232557,37.333916976744185
22.7094327065809,37.35444686293914
22.69539015338941,37.34981282038595
22.766334302325582,37.37322438953488
22.80070930232558,37.384568139534885
22.722137873754154,37.35863956810631
22.674995016611295,37.34308242524917
22.65928073089701,37.337896710963456
22.80070930232558,37.384568139534885
22.72619317329332,37.35997781695424
22.716093917710197,37.35664506261181
22.701709302325582,37.35189813953489
22.741309302325583,37.364966139534886
22.75450930232558,37.36932213953489
22.741309302325583,37.364966139534886
22.78750930232558,37.38021213953488
22.77870930232558,37.37730813953488
22.74570930232558,37.366418139534886
22.69070930232558,37.34826813953489
22.59170930232558,37.315598139534885
22.701709302325582,37.35189813953489
22.707896802325582,37.353940014534885
22.78008430232558,37.37776188953489
22.76070930232558,37.37136813953489
22.70365047879617,37.35253872777018
22.732768125854992,37.36214755129959
22.752179890560875,37.36855343365253
22.69070930232558,37.34826813953489
22.78848708010336,37.38053480620155
22.591441009642654,37.31550960294952
22.537827946393378,37.297817292077255
22.481354463615904,37.27918104276069
22.51711555232558,37.29098220203488
22.511324686940966,37.28907121645796
22.522566445182722,37.29278099667774
22.520995016611295,37.29226242524917
22.47070930232558,37.275668139534886
22.47070930232558,37.275668139534886
22.479393512851896,37.27853392900857
22.51959819121447,37.291801472868215
22.544042635658915,37.29986813953489
22.58070930232558,37.31196813953488
22.475423588039867,37.2772238538206
22.523509302325582,37.293092139534885
22.51030930232558,37.28873613953488
22.48720930232558,37.28111313953489
22.47070930232558,37.275668139534886
22.58620930232558,37.313783139534884
22.53670930232558,37.297448139534886
22.69070930232558,37.34826813953489
22.65928073089701,37.337896710963456
22.674995016611295,37.34308242524917
22.546863148479428,37.30079890876566
22.661093917710197,37.33849506261181
22.661093917710197,37.33849506261181
22.65928073089701,37.337896710963456
22.788016994633274,37.38037967799642
22.621959302325582,37.325580639534884
22.588566445182725,37.31456099667774
22.71820930232558,37.35734313953488
22.555870592648162,37.30377136534133
22.51070930232558,37.288868139534884
22.58070930232558,37.31196813953488
22.55070930232558,37.30206813953488
22.47070930232558,37.275668139534886
22.47070930232558,37.275668139534886
22.47070930232558,37.275668139534886
22.685209302325582,37.34645313953489
22.64288321536906,37.332485530839236
22.743812750601442,37.36579227746592
22.74748349587397,37.36700362340585
22.768773818454612,37.374029429857465
22.80070930232558,37.384568139534885
22.80070930232558,37.384568139534885
22.77070930232558,37.37466813953488
22.73959819121447,37.36440147286822
22.61737596899225,37.32406813953489
22.640709302325583,37.33176813953489
22.480709302325582,37.27896813953488
22.480709302325582,37.27896813953488
22.52070930232558,37.29216813953489
22.495153746770026,37.28373480620155
22.47070930232558,37.275668139534886
22.47070930232558,37.275668139534886
22.52147853309481,37.29242198568873
22.597632379248658,37.317552754919504
22.673786225402505,37.342683524150274
22.49428073089701,37.28344671096346
22.706423588039865,37.3534538538206
22.65928073089701,37.337896710963456
22.729995016611294,37.36123242524917
22.729995016611294,37.36123242524917
22.599042635658915,37.318018139534885
22.67237596899225,37.342218139534886
22.609656670746634,37.32152077111383
22.534875968992246,37.296843139534886
22.49820930232558,37.28474313953488
22.55320930232558,37.30289313953489
22.566235618115055,37.30719182374541
22.55755140758874,37.304326034271725
22.563786225402502,37.30638352415027
22.63570930232558,37.33011813953488
22.53670930232558,37.297448139534886
22.685209302325582,37.34645313953489
22.80070930232558,37.384568139534885
22.71070930232558,37.35486813953489
22.56070930232558,37.305368139534885
22.57570930232558,37.310318139534886
22.483909302325582,37.28002413953489
22.495153746770026,37.28373480620155
22.47070930232558,37.275668139534886
22.507375968992246,37.28776813953488
22.477730578921324,37.27798516081148
22.5029044242768,37.28629252977879
22.55119710720363,37.30222911514464
22.49133430232558,37.28247438953488
22.47070930232558,37.275668139534886
22.47070930232558,37.275668139534886
22.47070930232558,37.275668139534886
22.506066445182725,37.28733599667774
22.51959819121447,37.291801472868215
22.654042635658914,37.336168139534884
22.51959819121447,37.291801472868215
22.756709302325582,37.37004813953489
22.66045930232558,37.33828563953489
22.80070930232558,37.384568139534885
22.786361476238625,37.37983335692619
22.78461174134997,37.37925594441293
22.70995930232558,37.354620639534886
22.80070930232558,37.384568139534885
22.79100341997264,37.38136519835842
22.80070930232558,37.384568139534885
22.63570930232558,37.33011813953488
22.509532831737346,37.288479904240766
22.616297537619698,37.323712257181946
22.47070930232558,37.275668139534886
22.55320930232558,37.30289313953489
22.482495016611296,37.27955742524917
22.508786225402503,37.28823352415027
22.49820930232558,37.28474313953488
22.47070930232558,37.275668139534886
22.54570930232558,37.300418139534884
22.48505712841254,37.28040292214358
22.48570930232558,37.28061813953489
22.47070930232558,37.275668139534886
22.546863148479428,37.30079890876566
22.558709302325582,37.30470813953489
22.61508430232558,37.323311889534885
22.587179890560876,37.314103433652534
22.567768125854993,37.30769755129959
22.684238714090288,37.34613284541724
22.54835636114911,37.30129166894665
22.539459302325582,37.29835563953488
22.47070930232558,37.275668139534886
22.486423588039866,37.2808538538206
22.564995016611295,37.30678242524917
22.517852159468436,37.29122528239203
22.486423588039866,37.2808538538206
22.50213787375415,37.28603956810631
22.533566445182725,37.29641099667774
22.541423588039866,37.2990038538206
22.64670930232558,37.33374813953488
22.784209302325582,37.37912313953488
22.61920930232558,37.32467313953489
22.701709302325582,37.35189813953489
22.65220930232558,37.335563139534884
22.63570930232558,37.33011813953488
22.63570930232558,37.33011813953488
22.706423588039865,37.3534538538206
22.69070930232558,37.34826813953489
22.486423588039866,37.2808538538206
22.65928073089701,37.337896710963456
22.57224776386404,37.30917583184258
22.56970930232558,37.30833813953488
22.64670930232558,37.33374813953488
22.63570930232558,37.33011813953488
22.538650478796168,37.29808872777018
22.593650478796167,37.31623872777018
22.609096399099773,37.32133588147037
22.54570930232558,37.300418139534884
22.56570930232558,37.30701813953488
22.511959302325582,37.28928063953489
22.582673588039867,37.3126163538206
22.547316445182723,37.30094849667774
22.52227180232558,37.292683764534885
22.47070930232558,37.275668139534886
22.47070930232558,37.275668139534886
22.590709302325582,37.315268139534886
22.58339222915485,37.312853505388546
22.544042635658915,37.29986813953489
22.49915757818765,37.28505607056937
22.47682041343669,37.27768480620155
22.478758082813385,37.27832423709586
22.59948979013046,37.3181657005105
22.535099546228018,37.29691692002269
22.56729466817924,37.30754131026659
22.582909302325582,37.312694139534884
22.47744399620313,37.27789058851448
22.506384978001257,37.28744111250786
22.542590490444393,37.2993889316141
22.496847916186965,37.28429388210914
22.54270930232558,37.29942813953488
22.476119138391155,37.27745338543652
22.508578154784598,37.28816486084636
22.503382569652313,37.28645031775271
22.47070930232558,37.275668139534886
22.49050930232558,37.28220213953489
22.652948108295732,37.335806945505034
22.57224776386404,37.30917583184258
22.60397853309481,37.319646985688735
22.692824686940966,37.34896621645796
22.610324686940967,37.321741216457966
22.76461555232558,37.37265720203489
22.774995016611296,37.37608242524917
22.80070930232558,37.384568139534885
22.72179625884732,37.35852683518706
22.80070930232558,37.384568139534885
22.776562960862165,37.37659984685196
22.80070930232558,37.384568139534885
22.80070930232558,37.384568139534885
22.80070930232558,37.384568139534885
22.80070930232558,37.384568139534885
22.597632379248658,37.317552754919504
22.57224776386404,37.30917583184258
22.559555456171736,37.30498737030412
22.69070930232558,37.34826813953489
22.71152011313639,37.355135707102455
22.747195788812068,37.366908680075426
22.64908768070396,37.33453300439975
22.67997759500851,37.34472667612025
22.80070930232558,37.384568139534885
22.80070930232558,37.384568139534885
22.79070930232558,37.38126813953488
22.753566445182724,37.369010996677744
22.742474008207935,37.36535049247606
22.70365047879617,37.35253872777018
22.74570930232558,37.366418139534886
22.78237596899225,37.37851813953488
22.599042635658915,37.318018139534885
22.63570930232558,37.33011813953488
22.507375968992246,37.28776813953488
22.585491911021233,37.31354640040445
22.57312309542903,37.30946469125902
22.641398957497994,37.331995725741784
22.595881716118683,37.31697503608661
22.516226543704892,37.29068882919006
22.53182041343669,37.295834806201555
22.51375278058645,37.289872487360974
22.55679625884732,37.30407683518706
22.499404954499493,37.28513770475227
22.71070930232558,37.35486813953489
22.74070930232558,37.36476813953489
22.71070930232558,37.35486813953489
22.674995016611295,37.34308242524917
22.602709302325582,37.319228139534886
22.602709302325582,37.319228139534886
22.65220930232558,37.335563139534884
22.71820930232558,37.35734313953488
22.76770930232558,37.37367813953489
22.80070930232558,37.384568139534885
22.65070930232558,37.33506813953488
22.500709302325582,37.28556813953489
22.528944596443228,37.29488578659371
22.47070930232558,37.275668139534886
22.50213787375415,37.28603956810631
22.517852159468436,37.29122528239203
22.541423588039866,37.2990038538206
22.588566445182725,37.31456099667774
22.47070930232558,37.275668139534886
22.55320930232558,37.30289313953489
22.52147853309481,37.29242198568873
22.47070930232558,37.275668139534886
22.62470930232558,37.32648813953489
22.64670930232558,37.33374813953488
22.62470930232558,37.32648813953489
22.47070930232558,37.275668139534886
22.57383430232558,37.309699389534885
22.57383430232558,37.309699389534885
22.61508430232558,37.323311889534885
22.67695930232558,37.34373063953488
22.738834302325582,37.36414938953489
22.602709302325582,37.319228139534886
22.602709302325582,37.319228139534886
22.55320930232558,37.30289313953489
22.73470930232558,37.362788139534885
22.48720930232558,37.28111313953489
22.58620930232558,37.313783139534884
22.566959302325582,37.307430639534886
22.69070930232558,37.34826813953489
22.683612528132034,37.34592620405101
22.662322205551387,37.3389003975994
22.67296736684171,37.34241330082521
22.535099546228018,37.29691692002269
22.58320930232558,37.31279313953489
22.515709302325583,37.29051813953488
22.49320930232558,37.283093139534884
22.47895930232558,37.278390639534884
22.651423588039865,37.3353038538206
22.65820930232558,37.33754313953489
22.688209302325582,37.34744313953489
22.688209302325582,37.34744313953489
22.74070930232558,37.36476813953489
22.75945930232558,37.370955639534884
22.76770930232558,37.37367813953489
22.773952545568825,37.37573840980516
22.664826949384405,37.339726963064294
22.645415184678523,37.33332108071136
22.54835636114911,37.30129166894665
22.684238714090288,37.34613284541724
22.742474008207935,37.36535049247606
22.723062243502053,37.35894461012312
22.490121067031463,37.28207402188782
22.62600341997264,37.326915198358414
22.700274519716885,37.35142466127402
22.74748349587397,37.36700362340585
22.72619317329332,37.35997781695424
22.78461174134997,37.37925594441293
22.80070930232558,37.384568139534885
22.757288249694003,37.370239192166466
22.80070930232558,37.384568139534885
22.714622345803843,37.35615944388271
22.711334302325582,37.355074389534884
22.564995016611295,37.30678242524917
22.609656670746634,37.32152077111383
22.524807662981317,37.293520598551275
22.49386719706242,37.283310244798045
22.504382771713335,37.286780384432845
22.47070930232558,37.275668139534886
22.503709302325582,37.28655813953489
22.54070930232558,37.298768139534886
22.52070930232558,37.29216813953489
22.53670930232558,37.297448139534886
22.562375968992246,37.30591813953488
22.69758430232558,37.35053688953489
22.69070930232558,37.34826813953489
22.72737596899225,37.360368139534884
22.72737596899225,37.360368139534884
22.80070930232558,37.384568139534885
22.80070930232558,37.384568139534885
22.65928073089701,37.337896710963456
22.62785215946844,37.32752528239203
22.57285215946844,37.309375282392025
22.47070930232558,37.275668139534886
22.490121067031463,37.28207402188782
22.54835636114911,37.30129166894665
22.47070930232558,37.275668139534886
22.54289680232558,37.29949001453488
22.56352180232558,37.306296264534886
22.53070930232558,37.29546813953488
22.75519206094627,37.36954744987971
22.625396802325582,37.326715014534884
22.58070930232558,37.31196813953488
22.590709302325582,37.315268139534886
22.66176193390453,37.33871550795594
22.522814565483475,37.292862876376994
22.493732558139534,37.28326581395349
22.56970930232558,37.30833813953488
22.64670930232558,37.33374813953488
22.54835636114911,37.30129166894665
22.71820930232558,37.35734313953488
22.65220930232558,37.335563139534884
22.63570930232558,37.33011813953488
22.685209302325582,37.34645313953489
22.75945930232558,37.370955639534884
22.80070930232558,37.384568139534885
22.609096399099773,37.32133588147037
22.63038672168042,37.32836168792198
22.54794334487877,37.30115537357744
22.503709302325582,37.28655813953489
22.582909302325582,37.312694139534884
22.56970930232558,37.30833813953488
22.58950930232558,37.314872139534884
22.62070930232558,37.32516813953488
22.578593917710197,37.31127006261181
22.475786225402505,37.27734352415027
22.51413035495716,37.289997086903306
22.61834088127295,37.32438656058752
22.65474776386404,37.336400831842575
22.65110930232558,37.335200139534884
22.684995016611296,37.346382425249175
22.641975125110392,37.33218586105387
22.746405504857226,37.36664788637033
22.706423588039865,37.3534538538206
22.77746986570586,37.37689912545038
22.7331189408798,37.362263320257775
22.738834302325582,37.36414938953489
22.795995016611297,37.38301242524917
22.701709302325582,37.35189813953489
22.729209302325582,37.360973139534885
22.729995016611294,37.36123242524917
22.747673588039866,37.3670663538206
22.747673588039866,37.3670663538206
22.80070930232558,37.384568139534885
22.66320930232558,37.339193139534885
22.602709302325582,37.319228139534886
22.80070930232558,37.384568139534885
22.80070930232558,37.384568139534885
22.753566445182724,37.369010996677744
22.73470930232558,37.362788139534885
22.756709302325582,37.37004813953489
22.78008430232558,37.37776188953489
22.785709302325582,37.379618139534884
22.785709302325582,37.379618139534884
22.666264857881135,37.340201472868216
22.61737596899225,37.32406813953489
22.694637873754154,37.34956456810632
22.660709302325582,37.338368139534886
22.61070930232558,37.321868139534885
22.58070930232558,37.31196813953488
22.507375968992246,37.28776813953488
22.47070930232558,37.275668139534886
22.62959819121447,37.32810147286822
22.51375278058645,37.289872487360974
22.47070930232558,37.275668139534886
22.54835636114911,37.30129166894665
22.596423588039865,37.3171538538206
22.503709302325582,37.28655813953489
22.61920930232558,37.32467313953489
22.602709302325582,37.319228139534886
22.66870930232558,37.341008139534885
22.74790930232558,37.36714413953489
22.62910930232558,37.32794013953489
22.62959819121447,37.32810147286822
22.715153746770024,37.35633480620155
22.80070930232558,37.384568139534885
22.80070930232558,37.384568139534885
22.80070930232558,37.384568139534885
22.70967481956696,37.35452676022454
22.736542635658914,37.363393139534885
22.80070930232558,37.384568139534885
22.707896802325582,37.353940014534885
22.738834302325582,37.36414938953489
22.72105412991179,37.358281932638334
22.630019647153166,37.32824055332799
22.657709302325582,37.337378139534884
22.619741560390096,37.32484878469617
22.51328994748687,37.28971975243811
22.516226543704892,37.29068882919006
22.47070930232558,37.275668139534886
22.57491982864137,37.310057613219094
22.54570930232558,37.300418139534884
22.505446144430845,37.287131297429625
22.53182041343669,37.295834806201555
22.47070930232558,37.275668139534886
22.52147853309481,37.29242198568873
22.54990930232558,37.30180413953489
22.539459302325582,37.29835563953488
22.621959302325582,37.325580639534884
22.52570930232558,37.293818139534885
22.72528073089701,37.359676710963456
22.66870930232558,37.341008139534885
22.80070930232558,37.384568139534885
22.79100341997264,37.38136519835842
22.74570930232558,37.366418139534886
22.709042635658914,37.35431813953488
22.66320930232558,37.339193139534885
22.626542635658915,37.32709313953489
22.58917084078712,37.314760447227194
22.58917084078712,37.314760447227194
22.503709302325582,37.28655813953489
22.559245887691436,37.304885212705614
22.48680686330119,37.28098033465684
22.54990930232558,37.30180413953489
22.523509302325582,37.293092139534885
22.49710930232558,37.28438013953488
22.564995016611295,37.30678242524917
22.564995016611295,37.30678242524917
22.777137873754153,37.37678956810632
22.588566445182725,37.31456099667774
22.684238714090288,37.34613284541724
22.684238714090288,37.34613284541724
22.657231041456015,37.33722031344793
22.685926693629927,37.346689878665316
22.628535389282103,37.327750748230535
22.694637873754154,37.34956456810632
22.68285215946844,37.34567528239203
22.706423588039865,37.3534538538206
22.671066445182724,37.34178599667774
22.777137873754153,37.37678956810632
22.56070930232558,37.305368139534885
22.68070930232558,37.344968139534885
22.559555456171736,37.30498737030412
22.52070930232558,37.29216813953489
22.4829315245478,37.27970147286822
22.4829315245478,37.27970147286822
22.592931524547804,37.31600147286822
22.47070930232558,37.275668139534886
22.47070930232558,37.275668139534886
22.47070930232558,37.275668139534886
22.602709302325582,37.319228139534886
22.681909302325582,37.34536413953489
22.73470930232558,37.362788139534885
22.71820930232558,37.35734313953488
22.743812750601442,37.36579227746592
22.80070930232558,37.384568139534885
22.713867197062424,37.35591024479805
22.67237596899225,37.342218139534886
22.55320930232558,37.30289313953489
22.78237596899225,37.37851813953488
22.779187563195148,37.377465965621845
22.779187563195148,37.377465965621845
22.69070930232558,37.34826813953489
22.77320930232558,37.37549313953488
22.77320930232558,37.37549313953488
22.757665824064713,37.3703637917088
22.793535389282102,37.38220074823054
22.73751781296388,37.363714948045526
22.5617437850842,37.305709518845234
22.493467923015235,37.28317848436247
22.57312309542903,37.30946469125902
22.47070930232558,37.275668139534886
22.47070930232558,37.275668139534886
22.477883215369058,37.27803553083923
22.47070930232558,37.275668139534886
22.67695930232558,37.34373063953488
22.481021802325582,37.279071264534885
22.80070930232558,37.384568139534885
22.654042635658914,37.336168139534884
22.53182041343669,37.295834806201555
22.47070930232558,37.275668139534886
22.528944596443228,37.29488578659371
22.66176193390453,37.33871550795594
22.621959302325582,37.325580639534884
22.63570930232558,37.33011813953488
22.61737596899225,37.32406813953489
22.702931524547804,37.35230147286822
22.64182041343669,37.33213480620155
22.53182041343669,37.295834806201555
22.594459302325582,37.31650563953489
22.61508430232558,37.323311889534885
22.656334302325583,37.336924389534886
22.69758430232558,37.35053688953489
22.481021802325582,37.279071264534885
22.61508430232558,37.323311889534885
22.568817410433688,37.30804381521056
22.684763356379634,37.34630597737272
22.73751781296388,37.363714948045526
22.761885772913818,37.371756374829005
22.72737596899225,37.360368139534884
22.736319058423142,37.36331935904708
22.80070930232558,37.384568139534885
22.673786225402505,37.342683524150274
22.776562960862165,37.37659984685196
22.792247763864044,37.381775831842575
22.61070930232558,37.321868139534885
22.71428073089701,37.356046710963454
22.57870930232558,37.31130813953489
22.566515753938486,37.307284268567145
22.54522543135784,37.30025846211553
22.53990285071268,37.29850201050263
22.497322205551388,37.2844503975994
22.571838334583646,37.30904072018005
22.50920930232558,37.28837313953488
22.65220930232558,37.335563139534884
22.74570930232558,37.366418139534886
22.75487596899225,37.36944313953489
22.795995016611297,37.38301242524917
22.743812750601442,37.36579227746592
22.675536888532477,37.34326124298316
22.63570930232558,37.33011813953488
22.66870930232558,37.341008139534885
22.59170930232558,37.315598139534885
22.76110930232558,37.37150013953489
22.73470930232558,37.362788139534885
22.73470930232558,37.362788139534885
22.757288249694003,37.370239192166466
22.72255140758874,37.35877603427173
22.757124396665205,37.37018512066696
22.67618100043879,37.343473799912246
22.733590658257786,37.36241898699251
22.78237596899225,37.37851813953488
22.80070930232558,37.384568139534885
22.80070930232558,37.384568139534885
22.80070930232558,37.384568139534885
22.749502405773857,37.367669863672816
22.80070930232558,37.384568139534885
22.80070930232558,37.384568139534885
22.792025091799264,37.381702350061204
22.74820930232558,37.367243139534885
22.71070930232558,37.35486813953489
22.601571371291097,37.318852622293505
22.60726102646351,37.3207302085004
22.56970930232558,37.30833813953488
22.56145930232558,37.305615639534885
22.47070930232558,37.275668139534886
22.62820930232558,37.327643139534885
22.63570930232558,37.33011813953488
22.65820930232558,37.33754313953489
22.605709302325582,37.32021813953489
22.627025091799265,37.3272523500612
22.775324686940966,37.37619121645796
22.773952545568825,37.37573840980516
22.792247763864044,37.381775831842575
22.716093917710197,37.35664506261181
22.80070930232558,37.384568139534885
22.74914680232558,37.367552514534886
22.74914680232558,37.367552514534886
22.656334302325583,37.336924389534886
22.684763356379634,37.34630597737272
22.568817410433688,37.30804381521056
22.522814565483475,37.292862876376994
22.713867197062424,37.35591024479805
22.76597246022032,37.37310498164015
22.66256976744186,37.338982093023255
22.5935,37.31618906976745
22.601464019306714,37.31881719613866
22.59720930232558,37.317413139534885
22.630209302325582,37.32830313953489
22.65220930232558,37.335563139534884
22.69070930232558,37.34826813953489
22.71270930232558,37.35552813953488
22.71270930232558,37.35552813953488
22.753566445182724,37.369010996677744
22.594459302325582,37.31650563953489
22.49133430232558,37.28247438953488
22.55070930232558,37.30206813953488
22.54070930232558,37.298768139534886
