3らRSI,5らRSI,7らRSI,10らRSI,RSI_up_thrend,RSI_down_thrend
97.5,99.9763649255495,5.434222152361492,97.99730852009988,0,1
100.0,100.0,1.5743596183429163,44.04595630608488,0,0
100.0,7.977969244192387,0.7893286997796238,98.58479402889002,2,0
100.0,2.9346510689794276,96.56964816904298,99.40846741503717,1,0
13.829787234042552,1.7636138613861387,52.34839638798069,5.384928678285121,1,0
5.0,94.03419767004885,97.96691640172277,95.59786359129473,0,2
0.0,59.224163458691145,98.96129757774678,20.48289529463221,0,2
89.99999999999999,97.13375796178345,8.780092329618803,1.9640574278098373,0,1
70.58823529411764,98.33971902937421,93.84535651898213,96.31672515029159,0,1
95.94594594594595,14.07678244972578,26.731579100935633,99.76568764523319,1,0
96.7741935483871,91.64165833055462,3.814558694580263,9.00075729269895,2,0
27.027027027027025,33.489033306255074,94.65726572855618,88.83209121521627,0,2
86.86131386861314,6.91039729501268,99.519157968641,8.733423657661774,1,0
43.33333333333333,92.38613775818858,12.661447430578502,97.14532883433961,0,1
15.853658536585364,99.0572644507892,84.94231604877164,99.17314861359472,0,1
86.93181818181819,17.326732673267326,12.037433228016432,99.88251593006808,2,0
97.9381443298969,80.51247846145296,95.9344797872311,24.797471388033937,1,0
27.37752161383285,16.11951925217004,98.48881450374934,87.49034180080544,1,0
72.72727272727273,94.30766907072461,99.68107024699009,99.74436221619943,0,3
21.92691029900332,97.38825363825363,33.79932755264555,17.545568306175184,0,1
91.39650872817954,99.24525825293692,83.79203715204062,90.29007649504723,0,1
94.77272727272728,44.457529810098634,99.48374710370281,2.3189193200635416,1,0
100.0,80.5396990140114,23.456579430664917,41.848055531564036,2,0
56.800000000000004,99.0085922009253,86.94503294216351,1.0794007733695796,0,1
74.64788732394366,30.231383247448722,3.348302357564299,0.6364909197992406,3,0
97.33333333333334,83.21176756625334,34.23091965178093,0.6364905732392482,3,0
42.44186046511628,4.800308566219013,1.564787642998056,0.007662480124248906,3,0
77.3972602739726,28.345209817893906,1.0592557204751,98.8879425636222,2,0
7.009345794392524,2.235547840723791,1.0561316176399929,99.93432188371571,2,0
22.28915662650602,1.6831683168316829,0.03234046059407572,99.93432190154941,2,0
2.960526315789473,1.4880952380952381,98.38946327212446,99.98880537400493,1,0
2.8571428571428568,0.11139992573338287,99.86693723747563,6.744204579671368,1,0
0.0,97.66472784095842,99.86693718381113,93.36527118020082,0,2
0.0,99.75031822187407,99.96077273744875,99.57459559432709,0,2
96.42857142857143,99.75520195838433,10.915239145183174,5.526996987806816,0,1
99.36908517350156,99.88600740951838,90.84421802873798,75.35582270798,0,1
100.0,18.322007318348145,99.15769990682428,98.55159594095093,1,0
99.99999999999999,87.82388466783557,7.896826390214444,99.91061684795366,2,0
16.666666666666664,98.41571609632446,68.59478747320543,99.96180879889498,0,1
81.48148148148148,11.031396505185397,97.14375379282512,99.99207349756725,1,0
96.0,61.84310738766185,99.74677044713367,1.1874489165329964,1,0
18.18181818181818,94.7017060506517,99.86760853735805,74.15457898266048,0,2
52.0,99.33382186396642,99.95894957835353,99.21678316640283,0,2
87.09677419354838,99.58974358974359,1.9330001254292777,99.94426931518034,0,1
100.0,100.0,66.8842501111843,78.98335403537627,0,0
100.0,3.265035377358491,98.42980508419156,99.19683012135293,1,0
100.0,59.37161430119176,99.84260712351899,8.686748595762783,1,0
4.545454545454545,97.00650017105714,84.61572364873273,91.56549978822655,0,1
47.05882352941176,99.58632101489245,98.88606437225975,31.09265408397642,0,1
92.30769230769229,88.66865462199614,12.308056036417259,97.00590582363112,2,0
100.0,98.55257063455304,88.46198662367824,99.37961615816906,2,0
93.57142857142858,17.26728250938991,38.417583756215,4.77329095622765,1,0
97.94520547945206,84.7876808212786,95.66321169013617,51.215053325903405,1,0
23.376623376623375,45.12590376464723,98.79627198941346,0.795257544763882,0,2
77.96610169491525,93.76063528077141,7.241643863239301,85.94493330165903,0,1
51.21951219512195,97.7482088024565,43.73785579794723,6.194301073223628,0,1
92.03539823008849,10.869255939678474,1.1883718548663582,1.8658557692684943,2,0
95.65217391304347,38.214990138067066,80.96352408638657,99.21146292141907,1,0
19.642857142857142,1.817116060961313,8.543027811709607,99.83375641020196,1,0
30.232558139534884,75.01491646778042,3.3299275095475447,15.302015470415872,0,1
2.307692307692308,11.368778280542985,98.73568144997141,47.22221166984014,0,2
65.17857142857143,5.520461411700083,99.64952201683647,99.37103088672835,1,0
16.551724137931036,97.96768380941127,21.941893744096696,99.90156272278561,0,1
11.267605633802814,99.2993564459207,43.83943154857708,99.90156281407421,0,1
95.78313253012048,30.352325027773368,98.72943358650006,99.99922808978172,1,0
99.12280701754386,44.22526248806873,99.73157909143572,12.246420870901906,1,0
47.28033472803347,97.56572541382668,99.73174623036977,1.7308838600080065,0,2
40.845070422535215,99.32465026531597,99.9954507621598,91.45096299684629,0,2
93.48837209302326,99.32334461092316,16.74998285413825,34.379971286597744,0,1
99.99999999999999,100.0,3.327119722877515,99.30640942971854,0,1
100.0,22.300851104523286,87.6946108793947,99.93633455633876,1,0
100.0,5.99066390041494,41.54677425487043,99.99200477654708,1,0
31.578947368421055,82.7688651218063,98.96091246456992,99.99926546403786,0,3
13.043478260869565,47.49403341288783,99.86806190256517,20.65212724090213,0,2
71.22302158273381,98.40686908394972,99.97679283001997,1.4768215322026705,0,2
54.99999999999999,99.73909967276907,99.99696706774125,78.63207067709139,0,2
97.90940766550523,99.94707874682473,28.027800007674642,78.63207075626332,0,1
99.4475138121547,99.99001348179958,3.0319352333657323,0.5813884861001771,0,1
100.0,36.81066176470588,71.71079280852108,0.31819037000588835,1,0
100.00000000000001,5.923994038748137,71.71006291201348,0.31818901620896123,1,0
50.5,64.19963136254076,1.1850815701425204,99.63436112286611,0,1
11.76470588235294,64.08250355618776,0.7520474468500461,13.037370409382037,0,1
49.21875000000001,2.250514403292181,0.7440508470899587,91.02689752860493,2,0
53.846153846153854,1.6069788797061524,99.08277869632465,99.70235049639165,1,0
6.08695652173913,1.6203703703703705,17.61936209764211,99.92511697138549,1,0
0.0,97.78357235984356,87.80493986744223,5.069647507767607,0,1
0.0,22.95684113865932,99.40168346860688,91.70328534947829,0,2
98.18181818181817,84.10028562361155,99.80395740464162,99.66891951632729,1,0
33.33333333333333,98.85779554540261,7.822310446746325,99.93342180981222,0,1
77.77777777777779,99.52952246530228,88.61511870623947,99.97778702514319,0,1
96.99248120300753,11.903084941541062,99.3371332101672,6.978155205844562,1,0
100.0,84.92886423920908,99.82221743067386,89.37098640498941,1,0
21.739130434782602,98.73628873275034,99.92204453325357,97.66032552285111,0,2
77.44360902255639,99.56347127640998,11.276167638782587,7.690893098637414,0,1
96.71052631578947,99.75990396158463,85.63185803389018,7.69089298525124,0,1
100.0,18.140144073346434,95.7070059898084,99.75017794421545,1,0
100.0,81.4310472889329,11.44445774837609,16.662608883883706,2,0
28.000000000000004,92.69005847953215,11.438051165633459,95.92196113999528,0,1
72.72727272727273,16.557161629434955,99.4897768750964,40.66789344221942,1,0
84.61538461538461,16.44736842105263,22.20829582743693,97.532071525251,1,0
28.947368421052637,99.01185770750989,94.3165817437726,4.564803989994723,0,1
18.18181818181818,28.51718245680653,48.94621387289145,86.68546365385437,0,3
97.2972972972973,92.31867795572784,96.47155634284108,98.34403333883952,1,0
40.0,56.38629283489095,6.4977330073477315,33.384058691288146,0,1
88.46153846153845,95.03722084367246,82.102565960967,0.8216141674772377,0,1
63.63636363636364,9.105608033358862,96.82162299870832,0.09880610925852515,1,0
93.47826086956522,76.85385949696445,42.47858538295847,49.48082261531553,2,0
13.40782122905028,94.28150528994242,1.7285066335977712,98.5809857611732,0,1
67.72151898734177,51.33065986146555,0.28634916632521196,6.057987694429155,2,0
87.02290076335878,3.4795575991052567,39.52800682399773,89.17597793401063,1,0
67.85714285714286,0.7744433688286542,97.01897957510965,98.43096728187088,1,0
7.317073170731707,30.642822619623008,8.46745897240048,40.58892861642065,0,1
0.0,94.00459578023815,85.30166997649427,2.1787776663433056,0,1
18.75,11.49131767109295,97.01092323266293,97.2597894262704,1,0
88.0,80.74836555849214,50.280471027547584,99.80776356059525,2,0
18.181818181818183,94.69726185885075,4.523303664435483,99.93277724677284,0,1
72.72727272727273,59.08543922984356,96.08023154487736,6.178626453609108,1,0
88.04347826086956,8.83952855847688,99.61395148774524,74.50846910419173,1,0
75.0,94.53103636860814,99.82959000429976,2.206130490529788,0,2
16.666666666666664,99.26172019195276,9.871300519087177,0.5209728207033981,0,1
90.82568807339449,99.6040584013858,67.83679917781859,97.28543790431705,0,1
98.24561403508774,15.531545437005592,3.1909646784375214,99.47481434639171,2,0
100.0,61.72353455818023,0.9898842236102534,99.9667317427413,2,0
27.586206896551722,4.605263157894738,95.79271018573046,19.014048724883956,1,0
50.00000000000001,1.7163212435233164,98.91355061620457,95.69578925054391,1,0
6.382978723404254,93.5198035657094,99.89671949798824,98.79848669507051,0,2
3.571428571428571,97.86552828175026,25.75093812062957,99.90767671721602,0,1
87.5,99.69996249531191,94.02675507812862,8.271920592206309,0,1
96.96969696969697,33.77090832098243,97.83247923725217,2.038750658007657,1,0
100.0,92.0066504668116,99.74302765861488,88.52285937638935,1,0
46.42857142857142,96.36204889406285,11.868457739508983,2.7750634626664272,0,1
88.0,99.34400419837313,3.8838171426610897,96.60950742824106,0,1
92.30769230769232,16.740576496674056,83.16459956110523,98.61482002120349,1,0
100.0,7.0199907019990695,3.9212351352664716,99.87242217207348,2,0
24.999999999999996,76.16209773539929,95.20971358586428,99.99264348860785,0,3
12.195121951219514,5.414012738853503,97.60203756765361,8.71744139973503,1,0
59.999999999999986,93.37102894129902,99.6487257057044,8.717441358072795,0,2
8.450704225352112,96.12012275317842,99.970189182043,0.3071189652072189,0,2
89.6551724137931,99.13301956898685,12.31754231945018,95.75978696426053,0,1
92.55319148936171,99.89116915422885,12.317411627227578,99.53945079270139,0,1
100.0,17.053749170537493,0.8868614098283071,18.240935667165168,2,0
100.0,16.833000665335994,93.86574139995193,2.8302556922271793,1,0
26.229508196721305,2.298850574712644,99.07458643288136,97.95286549037063,1,0
23.076923076923073,91.16240382615929,24.943184709054833,12.063891328090767,0,1
0.0,98.19532908704885,5.552673919579229,93.26498009067855,0,1
87.5,32.859680284191825,96.94641305599464,98.08576715732305,1,0
96.15384615384616,10.204081632653061,16.358635844154012,99.92299733401964,1,0
48.07692307692308,95.5091888904242,90.70745826602047,12.946050883023755,0,1
18.18181818181818,21.424139000930815,96.55447203750913,2.7367448043823828,0,2
91.66666666666666,87.59034668626731,99.78028396765296,0.30798251995334014,1,0
30.8411214953271,94.24009124607926,17.857655573943735,0.019503593586621508,0,1
82.08955223880598,99.42454323118976,5.156567071241594,93.7460472720612,0,1
88.23529411764706,23.945861530452888,0.8621238825303124,3.6608085097033976,2,0
100.0,9.12095175148711,0.08045721895461104,0.6565352617286491,2,0
34.375,2.138821630347054,91.04243743199129,0.0713114845530051,1,0
17.241379310344826,0.2762430939226519,5.135573315001003,0.011233171441673233,1,0
0.0,87.38203425375742,1.238798221259114,0.0007468130683258362,0,1
0.0,7.008690776562938,0.19628124298101426,92.38722268090868,0,1
80.0,2.1970778864110736,0.04328588449515078,2.6312012342428397,2,0
11.009174311926605,0.49566294919454773,0.004288355124814108,19.02128978497214,2,0
4.968944099378881,0.1491702405370129,89.12911978405442,3.1440670244392472,1,0
0.0,0.0,3.708081676875484,0.33636887679860333,0,0
0.0,84.7678664580073,15.51612358531669,0.012103761528708337,0,1
0.0,5.091649694501019,4.339973428734111,76.26900352735176,0,1
76.47058823529412,13.559805880673709,0.7182950069275984,3.1938658687792567,2,0
8.108108108108109,5.801526717557252,0.03877558496186324,69.06325685249845,2,0
13.253012048192774,1.5031645569620256,68.8341393027065,15.688603657730372,1,0
3.8461538461538467,0.08159268929503917,4.454368952620877,99.10058693967537,1,0
2.7027027027027026,60.69233257845357,61.08055009823183,11.769677289195284,0,2
0.0,6.00672753483902,19.86797884908755,11.769677280556214,0,2
47.368421052631575,53.042433947157726,98.61070218703038,91.82409129342585,0,2
9.090909090909088,23.57651245551602,16.010894854214477,1.1108634965793525,0,1
43.75000000000001,97.79878285640297,16.011008849165474,93.95815301784238,0,1
25.0,21.06290975031385,84.89536132063634,96.38352406546396,1,0
97.34513274336284,21.089385474860336,1.6118302802103526,2.1344017213367845,2,0
30.508474576271183,75.192096597146,91.57791476708734,92.2059622226062,0,3
30.76923076923077,2.359221629068366,94.22039928101681,97.96599961227983,1,0
49.99999999999999,88.55585831062669,3.744884822717138,7.031197250428874,0,1
3.571428571428571,91.36276391554703,89.23799264212687,81.32451858134897,0,1
82.46753246753246,6.435911303407246,96.30556342460343,98.69572632579576,1,0
85.00000000000001,85.58933777592668,10.647652641230872,9.580610168742421,0,1
14.655172413793105,93.77687259560987,75.64233882020282,1.1650392743075562,0,1
78.1456953642384,15.71537290715373,97.43232556724863,0.03670123292656145,1,0
87.20930232558139,69.71975393028023,13.416507618201592,73.46438253119372,2,0
28.409090909090903,95.28047464940668,2.3017380542875707,6.112762888021465,0,1
59.615384615384606,18.219461697722565,0.10797148997184408,62.860885844600595,2,0
88.52459016393443,4.278728606356968,65.62664637358777,4.802731272756088,1,0
28.571428571428566,0.2977773051153887,8.320973390351945,93.59111939526119,1,0
8.928571428571427,57.19178082191781,54.5860088447367,99.37939209874858,0,1
0.0,10.810810810810812,6.768006195039502,99.93813497456757,0,1
43.90243902439023,46.80438992898644,90.8580745071783,14.272588665477933,0,2
15.0,9.300833867864014,98.75014981081034,98.04539893533186,1,0
41.93548387096774,87.17948717948718,99.82302261809836,16.65739289618895,0,2
11.11111111111111,97.57680657723928,19.948174194557605,96.97632736634745,0,1
82.3529411764706,99.57191780821918,97.24020884728576,96.9763274013942,0,1
94.73684210526314,27.082119976703556,22.204308974231157,3.864676627307953,3,0
99.99999999999999,96.20809949946913,95.74541276341017,0.4712381316517706,3,0
40.0,28.53927526446095,95.74540635359212,0.01930110979143737,1,0
93.93939393939394,94.16789125642909,7.610800533610832,0.019301073834315112,0,1
38.96103896103896,94.16628387689481,1.3047560918352974,0.00019917320599332385,0,1
91.12426035502959,13.969335604770015,0.07923787929895434,4.227561872691853e-05,3,0
90.56603773584906,3.2520325203252036,0.07824070193086875,4.732559841485157e-06,3,0
30.769230769230766,0.291385904206884,0.0016638225699611392,95.94531041328695,2,0
0.0,0.0,0.0,8.135200243286418,0,0
0.0,0.0,0.0,69.71956031544312,0,0
0.0,0.0,93.96706731801213,6.306206179168081,0,0
0.0,0.0,11.186684072020894,6.306206184903884,0,0
0.0,91.07468123861565,62.532033090827795,99.23373401057755,0,1
0.0,14.874312063067084,8.844292004184,9.088823179348244,0,1
85.71428571428571,55.919784033937525,8.84446412151347,90.98470050524286,2,0
22.22222222222222,12.11867948182198,98.40349906573273,97.22784012060201,1,0
49.056603773584904,12.133891213389123,12.491883448170945,99.9034097380935,1,0
14.285714285714286,96.76175790285274,87.69462269767239,6.454811312658171,0,1
18.18181818181818,16.639045409347034,95.0861769691029,6.454811321714816,1,0
92.30769230769229,83.7898807605543,99.72421566936366,94.36129130305636,1,0
25.0,91.96787148594379,9.140041615248116,94.36129156907653,0,1
76.92307692307692,99.27246271371408,9.140041615248116,0.12535081079582022,0,1
84.0,12.67736682949523,89.2066393025137,93.75005081608784,1,0
100.0,12.689173457508733,89.2093120805369,6.224552853756879,1,0
19.402985074626866,81.15577889447236,0.25743816187033597,1.2088025017256827,0,1
18.18181818181818,81.13207547169813,91.30381932882591,94.83593780246,0,3
59.999999999999986,0.4969191015702643,8.626122399063725,99.17574840556492,1,0
100.0,88.24221046443269,2.2598156798384044,53.888529879116895,2,0
1.36986301369863,11.58983862250019,92.25754555158672,98.37625153732671,0,3
81.81818181818181,3.9525691699604746,98.30981460982485,37.721281928184844,1,0
17.4757281553398,88.58082706766916,63.54090574318738,95.32835637184598,0,1
8.695652173913043,96.70529425130653,97.70047052421309,4.888693219946484,0,2
79.41176470588235,71.33864876206462,46.677438542600704,88.28011656593624,2,0
94.73684210526314,96.85058015628701,93.58526682568287,2.920677267568684,0,1
84.21052631578947,55.72207084468664,7.028219006851335,0.42941696791612616,3,0
95.52238805970148,91.55844155844156,84.12286699042127,81.08773232252179,3,0
64.28571428571428,9.978617248752675,4.1339440213433685,81.08773227145477,2,0
88.88888888888889,79.26929392446634,0.8278479578541893,0.49743309256738527,3,0
13.953488372093023,5.715558194774347,73.895862341062,0.18725532169329953,1,0
70.73170731707317,1.5106925642534828,73.8960165999357,0.002281865876081133,1,0
8.7378640776699,65.30753282653767,1.0094037754831136,0.0009055990536925951,0,1
3.4482758620689653,65.39792387543253,0.46933197505991703,2.6501103274596227e-05,0,1
49.090909090909086,1.9404915912031044,0.009417951384150549,90.66063551915288,2,0
59.999999999999986,1.0744985673352436,0.004582401396541379,5.441957311907136,2,0
5.263157894736842,0.03570153516601215,0.00022065215952268526,88.07008276614098,2,0
0.0,0.0,86.95020317555873,7.585151594517453,0,0
0.0,0.0,7.552303861794846,55.46584669622957,0,0
0.0,82.17786277791059,83.8092381133147,96.80819438997503,0,3
0.0,10.149099498080897,10.46130270613476,99.8368746368537,0,3
73.88059701492537,78.77280265339967,47.96498898117722,8.728665186879805,0,1
15.348837209302324,13.97491483431403,93.75330031398795,86.59207612921152,1,0
70.61855670103091,42.05168363351605,99.53112765214766,86.59207624529539,1,0
19.626168224299068,88.58318333761893,12.254565165836638,99.93559486996816,0,1
38.55421686746987,98.78986332574031,82.11520762276,99.99197436886026,0,1
75.00000000000001,16.733115863235472,82.11496555364563,11.080190807879957,1,0
100.0,77.1859963497594,99.81332317405028,90.21088397406318,1,0
26.119402985074625,77.17842323651452,99.96830385022952,4.798906968237965,0,2
68.8679245283019,99.4937873907041,15.799800919932078,75.21069790051831,0,1
65.62500000000001,99.88625788439664,86.75653799594576,12.681500822511639,0,1
100.0,21.93709549222209,6.778907991915115,4.119420053277158,3,0
100.0,82.83395755305867,68.24797949415427,93.38903299551318,2,0
34.86842105263158,9.410012764146929,16.739103937593818,1.7887963761542895,1,0
75.55555555555557,61.09334551545607,7.211617534660075,78.49410973578124,2,0
13.574660633484163,20.99186565205983,89.65290679233314,26.58510082945175,0,2
51.61290322580645,11.55234657039711,2.5464537489583097,90.35677798481414,2,0
24.324324324324323,83.9344262295082,71.94087847039384,0.8585969209777994,0,1
