DIF,MACD,MACD_buy,MACD_sell
-6.958667355094406,-8.75647907319938,0,0
-7.859686615555745,-8.166144173783495,0,0
-8.908119393591079,-7.36809485433666,0,1
-9.785819130013039,-6.6966057641602275,0,0
-10.509198515336863,-5.825357075866466,0,0
-11.33054167965443,-5.12644987781649,0,0
-12.315884530406578,-4.235213166936216,0,0
-12.898036539469729,-3.6265690209428287,0,0
-13.720739117736258,-2.919840991273622,0,0
-14.12577783955669,-2.4557277009797662,0,0
-14.31001594865026,-1.8316768946650646,0,0
-14.044297812276568,-1.5071992359017892,0,0
-13.539045968217437,-1.028455326015005,0,0
-12.977229309535176,-0.9812500419048444,0,0
-12.18593271158747,-0.8756620238976524,0,0
-11.125973305311135,-0.8821176903119167,0,0
-9.496701869586587,-0.8418782560320857,0,0
-8.309934300795078,-0.9389060156455127,0,0
-7.27249737770785,-0.9568041205194744,0,0
-6.2498415612916745,-1.0806141342148847,0,0
-5.044563169265302,-1.1393811610093978,0,0
-3.6109960118895685,-1.242783419401318,0,0
-1.639628534484416,-1.2649857890041736,0,0
-1.3777794482765557,-1.3502239260796831,0,0
-1.0107970953599192,-1.4138454940350147,1,0
-0.6549643889775325,-1.4986092659537733,0,0
-0.38217479808253074,-1.553083621782252,0,0
-0.3720735413680245,-1.5919962600932163,0,0
-0.22649595855978077,-1.5499739045413172,0,0
-0.4319369934691508,-1.591033073601959,0,0
-0.6369626490302949,-1.518722210207211,0,0
-0.8130213926878582,-1.4617959029101737,0,0
-0.6695469688808089,-1.3809060053749191,0,0
-0.7566825665833221,-1.3675809369231078,0,0
-0.8568929830460661,-1.2960611979743886,0,0
-1.125061289396001,-1.3584314057098834,0,0
-1.565522490745991,-1.4131862620609552,0,1
-1.5958490060582449,-1.6145155707652363,1,0
-1.6749806818777415,-1.7493618810467915,0,0
-2.1079817563690995,-1.971481136821362,0,1
-2.069987029536378,-2.1157382169984578,1,0
-1.8386557668584373,-2.30931191596525,0,0
-1.720285234977041,-2.3909412766829847,0,0
-1.4041790617760057,-2.494723082800508,0,0
-0.8275609416281213,-2.4801765865129237,0,0
-0.3340947454884713,-2.506679472616252,0,0
-0.06848378611761063,-2.4101877817540163,0,0
-0.18665330654073387,-2.324766656870742,0,0
-0.28385653724012627,-2.1600552237428845,0,0
-0.6201580202458103,-1.9966705789178087,0,0
-1.0149259782603508,-1.8781182299720351,0,0
-1.5676672486242182,-1.7973167694087302,0,0
-2.034000037363228,-1.7945546462310003,0,1
-2.4468975235375297,-1.8108535857251065,0,0
-2.7601318055485535,-1.8775490702573945,0,0
-3.2343307355982915,-1.9705030121348053,0,0
-3.410718013798544,-2.0744102942584113,0,0
-3.6371509686824766,-2.1730533265546095,0,0
-3.287803198826282,-2.2847572986335156,0,0
-2.794085816954123,-2.4402494397118466,0,0
-2.2123725649361745,-2.551797150164868,1,0
-1.743169504143225,-2.7242886047378865,0,0
-1.462576950125424,-2.8150920298464057,0,0
-1.1722558800863112,-2.967721118547273,0,0
-1.0901041742533266,-3.0358353744405413,0,0
-1.1603017544555883,-3.1661679887844496,0,0
-1.2330222767579926,-3.22341869448669,0,0
-1.1042688739256619,-3.3813176261349915,0,0
-1.216597892508105,-3.4644070442793256,0,0
-1.3040927796076858,-3.6369810867928605,0,0
-1.4986176314387194,-3.708221028364437,0,0
-1.7505585495003402,-3.9136254483744675,0,0
-1.9321186514698638,-3.9605317168341116,0,0
-2.173933637598566,-4.141492893262254,0,0
-2.2855020942559463,-4.225665144530254,0,0
-2.305569439382282,-4.237282371117975,0,0
-2.259465295316147,-4.069549559225823,0,0
-2.3586637835035162,-3.9633268570705393,0,0
-2.4891511079388806,-3.7112131251342224,0,0
-2.5304036404664316,-3.5347210987260285,0,0
-2.6989782744857393,-3.238521694503103,0,0
-3.0021556688233204,-3.062455344592751,0,0
-2.899998006049543,-2.7783347143443784,0,1
-3.7583349818393685,-2.6580169296864677,0,0
-4.850127485747976,-2.437676242284957,0,0
-5.333104427307717,-2.359858334539392,0,0
-5.502895295592225,-2.1783451796883826,0,0
-5.677749890448581,-2.216757739505971,0,0
-5.6019788476587,-2.141894209520446,0,0
-5.423784115259139,-2.3287678973881683,0,0
-5.079269615138003,-2.402944379195619,0,0
-4.680209004217886,-2.7178274433080336,0,0
-4.140968602582063,-2.8534776988953636,0,0
-3.8506513102747704,-3.2245146905577973,0,0
-3.4750004926712563,-3.4759688487637774,1,0
-2.9322607146730775,-3.8419737173992172,0,0
-2.324149060360128,-4.145581987456103,0,0
-1.7687171079771815,-4.436409917508909,0,0
-1.097693530819754,-4.627593695995286,0,0
-0.7725297137087068,-4.822455564614243,0,0
-0.6008111003966405,-4.945755247371916,0,0
-0.691078454308979,-4.971155322518468,0,0
-0.3635130994217093,-4.9417251552487205,0,0
-0.754678583192117,-4.779508525888283,0,0
-0.7975162939944767,-4.713285990011942,0,0
-1.464228916960451,-4.583329230995754,0,0
-2.217535153299366,-4.553267240869128,0,0
-2.892227329087575,-4.509391255982068,0,0
-3.354947490488769,-4.449985180883972,0,0
-4.227656532997344,-4.442611331736719,0,0
-4.961875615864699,-4.404949658851295,0,1
-5.737742509039208,-4.43382433118274,0,0
-5.855481816195834,-4.451649224205593,0,0
-5.564225705458398,-4.4872834658087655,0,0
-5.353360986583198,-4.552960378850866,0,0
-4.879081131050498,-4.658060741835287,0,0
-4.9663954808097515,-4.799465531377321,0,0
-4.776510952963463,-4.914511077110688,1,0
-4.630127269014679,-5.080450561106341,0,0
-4.477759333952633,-5.185635431030724,0,0
-4.218151397434099,-5.351327676259402,0,0
-4.219987792678637,-5.453623205747296,0,0
-4.046404605624502,-5.603445979567123,0,0
-3.804174361702678,-5.73443602953502,0,0
-3.566939768745044,-5.9509898273062225,0,0
-3.6322594007336875,-6.176959795558282,0,0
-3.6755254124612406,-6.4269535533122815,0,0
-3.8300136614305416,-6.6627140686194295,0,0
-3.9969421004940955,-6.946902847650246,0,0
-4.113684332164439,-7.249922243061311,0,0
-4.342854463028516,-7.609190082555714,0,0
-4.330371910596398,-7.9991931950769946,0,0
-4.213270588610726,-8.385802253329947,0,0
-3.964340965441977,-8.749483439501827,0,0
-4.0471349232819875,-9.089694809390704,0,0
-4.233942703313687,-9.436058832293195,0,0
-4.347156375960424,-9.706820620924113,0,0
-4.313881370851902,-10.020742343493914,0,0
-4.297753908028369,-10.239436886049932,0,0
-4.25283843499858,-10.481080512846797,0,0
-4.502741399458785,-10.57267831611192,0,0
-4.99803221737767,-10.697387648027679,0,0
-5.570232029086924,-10.738221942899726,0,0
-6.003181868336355,-10.759762444617976,0,0
-6.621191563257071,-10.756868532068879,0,0
-7.097324787490322,-10.709182615239891,0,0
-7.576355560420836,-10.589741333012707,0,0
-8.179389666082386,-10.439756451149055,0,0
-8.906471165801975,-10.268870811078475,0,0
-9.615851972123266,-9.982470531778553,0,0
-9.910503808960698,-9.645857187188636,0,1
-10.44788846166648,-9.31089580510572,0,0
-10.663635586223108,-8.949694385714544,0,0
-10.96208176213031,-8.58540325856763,0,0
-11.425377328293564,-8.142759617970741,0,0
-11.786887271603234,-7.819347121273702,0,0
-11.873223420749639,-7.486368292355907,0,0
-12.26890012863106,-7.211566865237958,0,0
-12.76092530663783,-6.800588420555586,0,0
-12.668769438469894,-6.373706690780811,0,0
-12.430508393085006,-5.820607804237357,0,0
-12.21286599125807,-5.2980041667951285,0,0
-12.177433456689755,-4.704037827645555,0,0
-11.649627807743343,-4.199789968624762,0,0
-10.768324920430075,-3.5204855296731026,0,0
-10.250468145416676,-2.8523761431675636,0,0
-10.22948777955719,-2.088506680850303,0,0
-10.563007563066549,-1.3480973740516438,0,0
-10.720510885828503,-0.498692611109965,0,0
-10.676516786723539,0.2806211396283953,0,0
-10.28688771060456,1.2321828086599638,0,0
-9.690860959476595,2.1118690399892137,0,0
-9.438247019535368,3.0246905393633856,0,0
-9.589445270453552,3.892806749901614,0,0
-9.2484009249643,4.554686620859518,0,0
-8.869491219631243,5.080646822465679,0,0
-8.447762959811655,5.426605715162202,0,0
-7.8629714287718,5.479869742432955,0,0
-7.42219429018968,5.281097959248825,0,0
-7.044370461814879,5.162042635775771,0,0
-5.937848114153724,4.713916698304615,0,0
-5.011881799660387,4.458620230591258,0,0
-3.0952937866211414,3.899743518799312,0,0
-0.8585535403546487,3.5253325292224518,0,0
1.067010243648781,3.0086815082237024,0,0
3.4837551425965785,2.7650373730317295,1,0
6.00863673881571,2.4231153908867427,0,0
6.7511781690616885,2.118621915379966,0,0
7.549823003025665,1.8125734508487006,0,0
7.9757322565138224,1.5186313037985952,0,0
7.9706094163258285,1.314039461773494,0,0
8.191771036066484,1.1335162749405985,0,0
7.46399156110175,1.0447312718969197,0,0
6.5665131539853405,0.8849587677792957,0,0
5.350945977571541,0.728985316088282,0,0
5.350699203638783,0.4738713355303407,0,0
4.865283151038909,0.2173935663803988,0,0
4.51858436170545,-0.09991706468895017,0,0
3.806709407149526,-0.3861533583050605,0,0
3.059091419230583,-0.69754705288575,0,0
2.3912722212797917,-1.0686644000078656,0,0
2.127746303585809,-1.3995687880784118,0,0
2.3077150951314707,-1.6222397149905254,0,0
2.5293084967751156,-1.7969942816655937,0,0
2.7753523149198145,-1.881112647399271,0,0
2.7690249364075044,-1.9651574018346887,0,0
2.631581265122236,-2.0142162116531983,0,0
2.290602888098249,-2.07167727350121,0,0
2.34389080850616,-2.0396672389208605,0,0
2.1105398878848973,-2.021592974074535,0,0
1.1456368599227744,-1.9641873640284957,0,0
0.19013318627031595,-1.924727697641321,0,0
-0.5867479853555437,-1.900657211917359,0,0
-1.1243418009892139,-1.8502645521736116,0,0
-1.3486983903835608,-1.8109862098798564,0,0
-1.5390779151686047,-1.6935719986050963,0,0
-1.9124121025825502,-1.6508356200890715,0,1
-2.2720144712079104,-1.575193282873122,0,0
-2.341586738490321,-1.58861685225726,0,0
-2.4090540798073903,-1.564016547534263,0,0
-2.218307972473042,-1.6314260773369853,0,0
-2.222580279512158,-1.6799976376892793,0,0
-2.2593412200673697,-1.713594435643703,0,0
-2.477034766447673,-1.6921063316301277,0,0
-2.451588569042997,-1.679660388158955,0,0
-2.1670868615329937,-1.6536737467408702,0,0
-1.8997106914163169,-1.6554887943815495,0,0
-1.6199002242285587,-1.6516385332748522,1,0
-1.4173799519383579,-1.6583146587323772,0,0
-1.1000921869141962,-1.6046514804225442,0,0
-1.3027526441101145,-1.5255170489480467,0,0
-1.631562861925886,-1.3642896019001651,0,1
-1.8493306255826951,-1.2531715064266613,0,0
-1.8458366711871577,-1.1378469413159809,0,0
-1.7763467632685774,-1.0504208866382703,0,0
-1.6618146006049415,-0.9826495190960876,0,0
-1.6441853369782393,-0.9422561855315379,0,0
-1.839586744684084,-0.8649536164665282,0,0
-2.1895050978696986,-0.8292071091360337,0,0
-2.5660989945120605,-0.74692436514863,0,0
-2.614899219033589,-0.728595157019787,0,0
-2.270060244236902,-0.647948574146924,0,0
-2.0641739855802257,-0.6543549944049816,0,0
-1.7586366301955536,-0.6169691272124114,0,0
-1.4830796910651998,-0.613279389672302,0,0
-1.453433129614325,-0.5450479380398934,0,0
-1.3944524911135545,-0.5385574519026074,0,0
-1.3370706217381212,-0.5114604240976867,0,0
-1.2316549176010199,-0.526001464200639,0,0
-1.1428275291554542,-0.5231861331593146,0,0
-1.0255558074790088,-0.5508722418034937,0,0
-0.7718663618849746,-0.5196783912481113,0,0
-0.8186574133356999,-0.5145529435996947,0,0
-0.9046538839024834,-0.4655600381959731,0,0
-0.9121671407510803,-0.4522475702279196,0,0
-0.6793979938087205,-0.40406057787704536,0,0
-0.588781402710481,-0.3430329413176916,0,0
-0.46455758785117496,-0.3343782953319179,0,0
-0.4265183537892199,-0.2818648473090709,0,0
-0.5372171008041278,-0.3417060329241066,0,0
-0.6961494346186896,-0.29417894806680667,0,0
-0.7361518034566643,-0.32931089182885553,0,0
-0.7637744370867949,-0.24932850364516346,0,0
-0.7115578794716839,-0.275069873181961,0,0
-0.889106085868832,-0.2270640892186697,0,0
-0.6827897080575553,-0.28226126952450936,0,0
-0.5877053173521745,-0.3607139984463935,0,0
-0.3050673449631631,-0.6212265102569757,1,0
-0.232608444278128,-0.8961961635654162,0,0
-0.3912865973051112,-1.2343349809095814,0,0
-0.4735807257533793,-1.5937039673944238,0,0
-0.5462749664164335,-2.0040201938577145,0,0
-0.3383861613511385,-2.3830248215382563,0,0
-0.2463042878117676,-2.711534293877231,0,0
0.30753554769222546,-3.029670239292389,0,0
1.073599693405356,-3.190030278248501,0,0
1.7812146620296971,-3.353883457440222,0,0
1.8312073723534468,-3.5135630959975233,0,0
1.8938350517506137,-3.698690424710332,0,0
1.8444058708829516,-3.902612756893099,0,0
1.5635794491809065,-4.070293414626135,0,0
0.8260362062203512,-4.21690023478766,0,0
0.20355684947827513,-4.348804815051497,0,0
-0.7975503563921507,-4.539099219908538,0,0
-1.732817366701056,-4.666335210886505,0,0
-1.8958990072524102,-4.845077331409536,0,0
-1.9746555883597807,-4.924802323573698,0,0
-1.95736445241522,-5.050652330475369,0,0
-2.2122784650471203,-5.011755932055672,0,0
-2.645462845314853,-5.034323028800226,0,0
-2.956247812924687,-4.873685548835289,0,0
-2.9281042943041484,-4.744152880871029,0,0
-3.078683231711466,-4.396365934436283,0,0
-3.315186773904543,-4.087411699998929,0,0
-3.6324667601377314,-3.676353069268863,0,0
-4.022777335146202,-3.2768379517025217,0,1
-4.576987889645807,-2.9476640116055117,0,0
-5.115969537175943,-2.660190225770081,0,0
-5.564037464937201,-2.428731483774027,0,0
-6.195003620517014,-2.314230858388389,0,0
-6.782964006431314,-2.116665364421465,0,0
-7.371117604359426,-2.0626633304332587,0,0
-7.276417395105966,-1.960626231804781,0,0
-7.329706693184562,-1.944878819335102,0,0
-6.591109299922266,-1.8544228169960202,0,0
-5.743428855432285,-1.814390042657184,0,0
-5.02339412293145,-1.6747727937485304,0,0
-4.0440276952968475,-1.5970225151679829,0,0
-3.676995961184275,-1.403256925348564,0,0
-3.3205009702089114,-1.2342733760297995,0,0
-2.7408218948881995,-0.927421763257521,0,0
-2.5338013748258845,-0.7157062685141867,0,0
-2.385439891039823,-0.3530978813299043,0,0
-2.4668339260467746,-0.10783648923935557,0,0
-2.57302290998598,0.22333086717566192,0,0
-2.6838601526139882,0.46622215037689274,0,0
-2.7608362673483953,0.821971649809129,0,0
-3.0480190717207165,1.0115754425752777,0,0
-3.306597573712736,1.3522339159127166,0,0
-3.3085418060922507,1.4771912163283603,0,0
-3.2247172909679875,1.731452346972197,0,0
-3.1471853856135112,1.9576202883858027,0,0
-2.6588128753521687,2.2517754537156813,0,0
-2.404071047704349,2.4775455691402004,0,0
-2.171232263358206,2.794392418108523,0,0
-1.7151910184166468,3.066092236191176,0,0
-1.2990774146052217,3.302817549784979,0,0
-0.8508876524370521,3.422750402308186,0,0
-0.1646398083252052,3.660575573840856,0,0
-0.4445250719014098,3.787710509757568,0,0
-0.3498400800017407,3.9962346412087726,0,0
-0.1220808346317881,4.17438645813656,0,0
0.08130759614431327,4.375466499993987,0,0
0.12335890093629587,4.566132413785747,0,0
0.7606918914027005,4.79563529774165,0,0
1.6394595717231368,5.143154727118028,0,0
1.871785453561472,5.5776067618644465,0,0
1.9629099725106585,5.942337042408891,0,0
2.3179393043691903,6.394011556017093,0,0
2.2410067162416,6.6907749943948955,0,0
2.479307206067915,7.037503196464068,0,0
2.607402635539813,7.255637316526874,0,0
2.6947913090033353,7.478289180966597,0,0
2.258043160456623,7.539313794750372,0,0
1.6677494412504643,7.620662173169771,0,0
1.9464254659545759,7.413392294997431,0,0
2.31198758525386,7.115593125322204,0,0
2.948585234464872,6.718948791341468,0,0
3.8200449942291925,6.322731335176549,0,0
4.431325705866982,5.789195368126153,0,0
5.274359258453956,5.21054005549661,1,0
6.120931403632881,4.517725153459185,0,0
6.9087972121539,3.7531731077813815,0,0
8.042999793762135,3.0783081465242943,0,0
9.640938364560043,2.3562374714229897,0,0
10.19116630962128,1.8161701561563302,0,0
10.287040285904823,1.2573463002831295,0,0
10.437962484202728,0.9151281105459234,0,0
10.771496453896305,0.44798479366475585,0,0
10.875076226794022,0.08689007418717953,0,0
11.040007846357526,-0.3361042920359054,0,0
10.275393181198751,-0.6294819682055126,0,0
9.34091565321495,-0.9394717547879576,0,0
